Unnamed: 0,LISTA DE PREÇOS - REF: 01/23,Unnamed: 1,Unnamed: 2
Linha:,GAXETA E RASPADOR
Código,Descrição UN,Preço Unitário R$% IPI,
637504325-625,"GAXETA  109,80 X 128,80 X 15,80 ","50,866 ",
637505415,"GAXETA 137,60 X 156,70 X 9,50 ","60,500 ",
637509550-750,"GAXETA  242,55 X 261,60 X 19,05 ","181,510 ",
638207276-590,"GAXETA184,80 X 204,20 X 15,00 ","100,827 ",
639401330-625,"GAXETA  33,78 X 53,79 X 15,87 ","19,697 ",
639401535-531,"GAXETA39,00 X 59,00 X 13,50 ","25,206 ",
639401574-393,"GAXETA  40,00 X 60,00 X 10,00 ","23,051 ",
639401574-625,"GAXETA40,00 X 60,00 X 15,90 ","34,285 ",
Linha:,GAXETA E RASPADOR
Código,Descrição UN,Preço Unitário R$% IPI,
639401968-551,"GAXETA50,00 X 70,00 X 14,00 ","33,268 ",
639401968-625,"GAXETA50,00 X 70,00 X 15,88 ","33,878 ",
639402159-413,"GAXETA54,83 X 74,83 X 10,50 ","25,206 ",
639402165-500,"GAXETA55,00 X 75,00 X 12,70 ","33,268 ",
639402362-394,"GAXETA60,00 X 80,00 X 10,00 ","27,723 ",
639402362-470,"GAXETA60,00 X 80,00 X 11,95 ","32,771 ",
639402362-625,"GAXETA  60,00 X 80,00 X 15,80 ","43,854 ",
639402480-625,"GAXETA 63,00 X 83,00 X 15,88 ","30,248 ",
639402560-393,"GAXETA  65,00 X 85,00 X 10,00  DEEP ","32,260 ",
639402756-425,"GAXETA70,00 X 90,00 X 10,80 ","28,302 ",
639402756-452,"GAXETA  70,00 X 90,00 X 11,50 ","35,886 ",
639402756-472,"GAXETA70,00 X 90,00 X 12,00 ","37,310 ",
639402756-570,"GAXETA70,00 X 90,00 X 14,50 ","45,373 ",
639403011-625,"GAXETA76,50 X 96,50 X 15,90 ","67,042 ",
639403150,"GAXETA  80,00 X 100,00 X 10,00 ","45,373 ",
639403150-472,"GAXETA80,00 X 100,00 X 12,00 ","52,933 ",
639403150-570,"GAXETA80,00 X 100,00 X 14,50 ","64,020 ",
639403150-590,"GAXETA80,00 X 100,00 X 15,00 ","65,537 ",
639403150-625,"GAXETA  80,00 X 100,00 X 15,80 ","68,055 ",
639403347-590,"GAXETA 85,00 X 105,00 X 15,00 ","41,855 ",
639403543-625,"GAXETA90,00 X 110,00 X 15,90 ","55,184 ",
639403545,"GAXETA  90,00 X 110,00 X 10,00 ","45,373 ",
639403740-472,"GAXETA  95,00 X 115,00 X 12,00 ","62,008 ",
639403937-625,"GAXETA  100,00 X 120,00 X 15,80 ","53,436 ",
639404016-500,"GAXETA102,00 X 122,00 X 12,70 ","65,537 ",
639404134-590,"GAXETA  105,00 X 125,00 X 15,00 ","80,656 ",
639404330-625,"GAXETA110,00 X 130,00 X 15,90 ","52,220 ",
639404724-472,"GAXETA 120,00 X 140,00 X 12,00 ","91,163 ",
639404724-590,"GAXETA 120,00 X 140,00 X 15,00 ","95,786 ",
639404820-511,"GAXETA  122,42 X 142,44 X 13,00 ","55,510 ",
639404920-511,"GAXETA 125,00 X 145,00 X 13,00 ","60,500 ",
639405118-590,"GAXETA130,00 X 150,00 X 15,00 ","60,500 ",
639405472-472,"GAXETA  139,00 X 159,00 X 12,00 ","60,500 ",
639405512-472,"GAXETA 140,00 X 160,00 X 12,00 ","75,616 ",
639405905-531,"GAXETA  150,00 X 170,00 X 13,50 ","86,132 ",
639406300-591,"GAXETA  160,00 X 180,00 X 15,00 ","112,451 ",
639406693,"GAXETA 170,00 X 190,00 X 10,00 ","74,174 ",
639407086-472,"GAXETA  180,00 X 200,00 X 12,00 ","75,616 ",
639407480-531,"GAXETA190,00 X 210,00 X 13,50 ","100,827 ",
639407874-570,"GAXETA 200,00 X 220,00 X 14,50 STD. DEEP ","106,811 ",
639408268-492,"GAXETA 210,00 X 230,00 X 12,50 ","191,559 ",
639409843-728,"GAXETA  250,00 X 270,00 X 18,50 ","206,946 ",
641301771-394,"GAXETA45,00 X 66,00 X 10,00 ","22,688 ",
641332322-472,"GAXETA59,00 X 80,00 X 12,00 ","33,268 ",
643304330-511,"GAXETA  110,00 X 132,00 X 13,00 ","77,433 ",
643305039-610,"GAXETA128,00 X 150,00 X 15,50 ","90,741 ",
645309843-531,"GAXETA 250,00 X 273,00 X 13,50 ","219,532 ",
6469,"RASPADOR TIPO RP-25  65,00 X 75,00 X 5,30 ","11,597 ",
6472,"GAXETA  AG 7  15,50 X 24,50 X 4,00 ","4,034 ",
647310767-750,"GAXETA 273,50 X 297,50 X 19,05  TIPO B ","288,677 ",
648807094-500,"GAXETA 180,20 X 205,00 X 12,70 ","138,006 ",
649203937-500,"GAXETA100,00 X 125,00 X 12,70 ","80,656 ",
649204724-750,"GAXETA 120,00 X 145,00 X 19,05 ","120,983 ",
649204920,"GAXETA  125,00 X 150,00 X 12,50 ","95,786 ",
649204920-625,"GAXETA125,00 X 150,00 X 15,90 ","100,827 ",
649205315-511,"GAXETA 135,00 X 160,00 X 13,00 ","90,741 ",
649205905-750,"GAXETA  150,00 X 175,00 X 19,00 ","131,069 ",
Linha:,GAXETA E RASPADOR
Código,Descrição UN,Preço Unitário R$% IPI,
649206889-590,"GAXETA175,00 X 200,00 X 15,00 ","115,957 ",
650012000-690,"GAXETA 304,80 X 330,20 X 17,50 ","253,823 ",
651185511,"GAXETA  140,00 X 166,00 X 13,00 ","80,656 ",
6530,"GAXETA  AG 2  10,00 X 16,00 X 4,00 ","5,348 ",
6544,"GAXETA  AG 7  40,00 X 47,00 X 6,00 ","11,606 ",
6554,"RASPADOR TIPO DG  20,00 X 28,00 X 4,00 ","4,535 ",
6555,"GAXETA  AG 5  20,00 X 26,00 X 5,00 ","9,577 ",
659005906-625,"GAXETA  150,00 X 180,00 X 15,87 ","120,983 ",
659006299-1000,"GAXETA160,00 X 190,00 X 25,40 ","201,649 ",
659007874-728,"GAXETA  200,00 X 230,00 X 18,50 ","196,951 ",
659008661-708,"GAXETA 220,00 X 250,00 X 18,00 ","190,563 ",
659054724-885,"GAXETA120,00 X 150,00 X 22,50 ","141,152 ",
6614,"GAXETA  AG22  75,00 X 83,00 X 6,00 ","32,539 ",
6617,"RASPADOR TIPO D  20,00 X 28,30 X 3,70 ","4,034 ",
6621,"RASP. TIPO RP-25  16,00 X 22,00 X 3,80 (VERDE) ","4,021 ",
6627,"GAXETA  AG22  8,00 X 12,50 X 3,50 ","8,615 ",
6643,"GAXETA  AG22  12,70 X 19,05 X 4,00 ","14,355 ",
6654,"GAXETA  AG 7  10,00 X 18,00 X 5,70 ","10,049 ",
6673,"RASPADOR TIPO RP-25  40,00 X 50,00 X 5,30 ","10,049 ",
6689,"GAXETA  AG 4  90,00 X 100,00 X 7,30 ","33,498 ",
668901811-787,"GAXETA  46,00 X 81,00 X 20,00 ","46,149 ",
668907874-787,"GAXETA200,00 X 235,00 X 20,00 ","252,063 ",
668909449-787,"GAXETA  240,00 X 275,00 X 20,00 ","241,979 ",
668911811-787,"GAXETA 300,00 X 335,00 X 20,00 ","276,198 ",
66D-0707,"RASPADOR  18,00 X 26,00 X 5,00/7,00 ","4,312 ",
66D-0709,"RASPADOR  18,00 X 25,00 X 2,50/5,80 ","3,526 ",
66D-0787,"RASPADOR  20,00 X 27,15 X 2,50/4,00 ","3,526 ",
66D-0788,"RASPADOR  20,00 X 28,93 X 5,05 ","4,305 ",
66D-0789,"RASPADOR  20,00 X 28,00 X 2,60/5,00 ","3,526 ",
66D-0790,"RASPADOR  20,00 X 28,00 X 3,90 ","4,773 ",
66D-0826,"RASPADOR  21,00 X 30,33 X 3,25 ","3,526 ",
66D-0866,"RASPADOR  22,00 X 30,35 X 4,00 ","3,526 ",
66D-0984,"RASPADOR  25,00 X 33,33 X 3,75 ","3,941 ",
66D-1001,"RASPADOR  25,00 X 33,00 X 2,80 ","3,526 ",
66D-1102,"RASPADOR 28,00 X 36,93 X 5,05 ","4,305 ",
66D-1103,"RASPADOR  28,00 X 36,33 X 3,75 ","4,218 ",
66D-1181,"RASPADOR  30,00 X  38,00 X 4,00 ","3,072 ",
66D-1182,"RASPADOR  30,00 X 40,00 X 7,00/10,40 ","6,130 ",
66D-12000,"RASPADOR 304,80 X 336,50 X 12,65 ","167,483 ",
66D-1378,"RASPADOR  35,00 X 43,83 X 5,05 ","5,748 ",
66D-1417,"RASPADOR  36,00 X 44,93 X 5,05 ","5,547 ",
66D-1418,"RASPADOR  36,00 X 44,33 X 3,75 ","5,547 ",
66D-1575,"RASPADOR40,00 X 48,00 X 2,50 ","4,535 ",
66D-1653,"RASPADOR  42,00 X 51,80 X 3,95 ","6,697 ",
66D-1772,"RASPADOR  45,00 X 55,93 X 5,05 ","7,313 ",
66D-1773,"RASPADOR  45,00 X 53,30 X 3,75 ","5,036 ",
66D-1968,"RASPADOR  50,00 X  63,75 X 6,10 ","9,577 ",
66D-1970,"RASPADOR  50,00 X 58,32 X 4,00 ","6,556 ",
66D-1971,"RASPADOR  50,00 X 60,00 X 5,00 ","12,126 ",
66D-2000,"RASPADOR  50,80 X 62,33 X 5,29/8,00 ","7,563 ",
66D-2165,"RASPADOR  55,00 X  63,50 X 5,00 ","8,064 ",
66D-2205,"RASPADOR  56,00 X 66,93 X 5,05/8,00 ","10,106 ",
66D-2248,"RASPADOR  57,00 X 70,10 X 6,30 ","10,585 ",
66D-2362,"RASPADOR  60,00 X 70,30 X 5,50/9,00 ","9,077 ",
66D-2375,"RASPADOR  60,33 X 70,60 X 4,76/7,50 ","9,571 ",
66D-2500,"RASPADOR  63,50 X 85,00 X 5,50/10,00 ","17,225 ",
66D-2755,"RASPADOR  70,00 X 78,33 X 3,75/6,00 ","10,585 ",
Linha:,GAXETA E RASPADOR
Código,Descrição UN,Preço Unitário R$% IPI,
66D-2756,"RASPADOR  70,00 X 78,33 X 5,05 ","10,585 ",
66D-2951,"RASPADOR  75,00 X 85,00 X 8,00/12,00 ","14,157 ",
66D-3000,"RASPADOR  76,20 X 87,30 X 4,76 ","13,550 ",
66D-3150,"RASPADOR  80,00 X 92,20 X 7,00/11,00 ","14,622 ",
66D-3357,"RASPADOR  85,30 X 95,30 X 5,00/7,00 ","16,351 ",
66D-3544,"RASPADOR  90,00 X 102,52 X 6,85/12,00 ","14,592 ",
66D-3545,"RASPADOR  90,00 X 99,80 X 4,50/7,00 ","15,121 ",
66D-3602,"RASPADOR  91,50  X 102,50  X  7,30 ","19,231 ",
66D-3622,"RASPADOR  92,00  X 101,50  X  3,00 ","16,667 ",
66D-3937,"RASPADOR 100,00 X 108,33 X 5,05 ","13,607 ",
66D-4000,"RASPADOR 102,00 X 112,00 X 5,00 ","14,622 ",
66D-4330,"RASPADOR 110,00 X 122,20 X 7,00 ","16,751 ",
66D-4360,"RASPADOR 110,74X 120,70 X 5,00/7,00 ","20,911 ",
66D-4500,"RASPADOR 114,30 X 127,53 X 6,87/10,00 ","16,734 ",
66D-4725,"RASPADOR  120,00 X 134,00 X 5,00 ","25,913 ",
66D-4875,"RASPADOR 123,80 X 133,00 X 5,00 ","18,147 ",
66D-4920,"RASPADOR 125,00 X 137,33 X 5,25 ","19,741 ",
66D-4922,"RASPADOR 125,00 X 140,30 X 9,25 ","37,808 ",
66D-5120,"RASPADOR  130,00 X 140,00 X 7,00/10,00 ","20,006 ",
66D-5500,"RASPADOR 139,70 X 153,33 X  6,87 ","29,233 ",
66D-5501,"RASPADOR 139,70 X 153,00 X 6,30 ","27,723 ",
66D-6299,"RASPADOR 160,00 X 168,00 X 5,00 ","34,299 ",
66D-6500,"RASPADOR 165,10 X 178,70 X 6,35/10,00 ","37,808 ",
66D-7320,"RASPADOR 185,90 X 196,20 X 5,00 ","45,373 ",
66D-7748,"RASPADOR 196,80 X 210,40 X 6,35/10,00 ","50,409 ",
66D-9122,"RASPADOR  231,70 X 247,50 X 6,35 ","60,500 ",
6713,"GAXETA  AG22  60,00 X 68,00 X 5,50 ","26,796 ",
6714,"GAXETA  AG22  16,00 X 21,00 X 3,50 ","10,527 ",
6728,"GAX. AG17 65,00 X 80,00 X 11,70 C/ARR.ANTI-EXTRUSA","39,995 ",
6729,"RASPADOR TIPO D  65,00 X 75,00 X 7,00 ","12,492 ",
6745,"GAXETA  AG 4  22,00 X 32,00 X 7,30 ","9,092 ",
6760,"GAXETA  AG 2  18,00 X 26,00 X 7,80 ","5,270 ",
6761,"GAXETA  AG 7  33,50 X 53,00 X 11,20 ","25,368 ",
6762,"GAXETA  AG 4  16,00 X 24,00 X 5,70 ","8,063 ",
6763,"GAXETA  AG24  29,50 X 43,00 X 8,00 ","7,631 ",
6773,"GAXETA  AG 4  44,00 X 54,00 X 9,00 ","8,762 ",
6774,"GAXETA  AG 4  31,50 X 41,50 X 8,00 ","7,178 ",
6775,"GAXETA  AG 4  50,00 X 60,00 X 7,30 ","16,267 ",
6800,"GAXETA  AG21  40,00 X 50,00 X 7,50  PNEUMATICA ","11,960 ",
6855,"RASPADOR TIPO RP-25  19,05 X 25,40 X 4,40 ","5,231 ",
6859,"GAXETA  AG 3  76,20 X 95,20 X 12,00 ","49,647 ",
6868,"GAXETA  AG 3  52,30 X 65,20 X 8,50 ","15,728 ",
6875,"GAXETA  AG 3  29,50 X 43,00 X 8,00 ","8,495 ",
6879,"GAXETA  AG 4  45,00 X 53,00 X 5,70 ","14,114 ",
6900,"RASPADOR TIPO D  85,00 X 93,00 X 4,00 ","12,388 ",
6903,"GAXETA  AG 2  76,20 X 101,60 X 19,05 ","105,105 ",
6918,"GAXETA  AG 5  49,00 X 70,00 X 12,00 ","16,953 ",
6932,"GAXETA  AG 3  60,00 X 80,00 X 13,00 ","42,996 ",
6979,"RASPADOR TIPO RP-25  31,75 X 41,27 X 5,00 ","11,849 ",
6998,"GAXETA AG 4  30,0 X 45,00 X 10,00 ","18,399 ",
6D-1574,"RASPADOR  40,00 X  50,30  X 6,35 ","7,059 ",
6D-1967,"RASPADOR  50,00 X 65,30 X 6,35 ","10,087 ",
6D-2165,"RASPADOR  55,00 X  67,96 X  6,07 ","9,577 ",
6D-3937,"RASPADOR  100,00 X 112,95 X 6,05 ","14,622 ",
6D-5905,"RASPADOR 150,00 X 169,30 X 9,24 ","57,430 ",
9039,"RASPADOR TIPO DG  45,00 X 54,00 X 5,00 ","7,885 ",
9070,"RASPADOR TIPO RP-25  35,00 X 43,00 X 5,00 ","13,746 ",
Linha:,GAXETA E RASPADOR
Código,Descrição UN,Preço Unitário R$% IPI,
9081,"RASPADOR TIPO E  125,0 X 137,20 X 7,00 ","42,741 ",
9103,"GAXETA  AG 5  40,00 X 48,00 X 6,00 ","12,089 ",
9107,"GAXETA  AG20 19,00 X 24,00 X 3,80 ","5,036 ",
9127,"RASPADOR TIPO RP-25  50,00 X 58,00 X 6,0/8,70 ","12,585 ",
9162,"GAXETA  AG21  66,00 X 74,00 X 4,00 ","12,298 ",
9163,"GAXETA  AG22  8,00 X 13,50 X 4,50 ","18,535 ",
9256,"GAXETA  AG 7  4,00 X 10,00 X 4,00 ","6,053 ",
9257,"RASPADOR TIPO D  17,00 X 23,00 X 3,50 ","3,526 ",
9265,"GAXETA  AG 4  24,00 X 30,00 X 5,00 ","12,077 ",
9355,"RASP.  25,00 X 33,00 X 4,5/6,0 TIPO RP-25 ","8,311 ",
9370,"RASPADOR TIPO D 63,00 X 71,00 X 5,00 ","10,332 ",
9375,"RASPADOR TIPO D  18,00 X 25,00 X 4,00 ","4,034 ",
9376,"GAXETA  AG 5  18,00 X 27,00 X 6,00 ","5,547 ",
940/959-11,"RASPADOR  28,50 X  35,60 X 2,64 ","3,784 ",
940/959-12,"RASPADOR  30,10 X 37,21 X 2,64 ","3,526 ",
940/959-15,"RASPADOR 34,90 X 42,80 X 2,64 ","5,036 ",
940/959-18,"RASPADOR 41,22 X 49,20 X 2,64 ","4,034 ",
940/959-19,"RASPADOR  44,40 X 52,30 X 2,64 ","4,787 ",
940/959-21,"RASPADOR  50,75 X 58,65 X 2,64 ","5,748 ",
940/959-22,"RASPADOR  53,92 X 61,82 X 2,64 ","6,556 ",
940/959-23,"RASPADOR  57,10 X 65,00 X 2,64 ","7,059 ",
940/959-24,"RASPADOR  60,27 X 68,17 X 2,64 ","6,801 ",
940/959-25,"RASPADOR 63,44 X 71,35 X 2,64 ","8,615 ",
940/959-26,"RASPADOR  66,62 X 76,09 X 3,02 ","7,856 ",
940/959-27,"RASPADOR  69,80 X 79,27 X 3,02 ","12,560 ",
940/959-29,"RASPADOR  76,12 X 85,65 X 3,00/5,00 ","13,109 ",
940/959-3,"RASPADOR  15,82 X 22,63 X 2,64 ","3,526 ",
940/959-30,"RASPADOR  79,29 X 88,82 X 3,02 ","12,065 ",
940/959-33,"RASPADOR  88,82 X 98,34 X 3,00 ","12,089 ",
940/959-34,"RASPADOR  92,00 X 101,50 X 3,00 ","16,667 ",
940/959-35,"RASPADOR  95,17 X 104,69 X 3,02 ","11,239 ",
940/959-38,"RASPADOR 104,69 X 115,82 X 3,42 ","12,674 ",
940/959-47,"RASPADOR 133,27 X 144,38 X 3,43 ","23,191 ",
940/959-5,"RASPADOR  19,05 X  25,40 X 2,50 ","3,526 ",
940/959-6,"RASPADOR  20,00 X  27,00 X 2,50 ","3,526 ",
940/959-7,"RASPADOR 22,20 X 29,30 X 2,64 ","3,526 ",
940/959-9,"RASPADOR  25,00 X  32,00 X 2,50 ","3,526 ",
9405,"GAXETA AG 1  9,20 X 14,00 X 2,20 ","7,420 ",
9435,"RASPADOR TIPO DG  50,00 X 59,00 X 5,0/7,0 ","17,249 ",
9482,"GAXETA  AG 4  30,0 X 40,00 X 7,30 ","16,233 ",
9488,"GAX. AG13 76,20 X 94,00 X 5,40 C/ ARR.ANTI-EXTRUS ","32,743 ",
9560,"RASPADOR TIPO RP-25  28,00 X 36,00 X 6,0/8,40 ","9,412 ",
9673,"GAXETA  AG 4  25,00 X 36,00 X 7,30 ","9,824 ",
9791,"RASPADOR TIPO D  25,00 X 29,00 X 3,6/6,7 ","9,857 ",
9816,"GAXETA  AG22  15,00 X 19,50 X 3,50 ","12,540 ",
9817,"RASPADOR TIPO D  15,00 X 18,50 X 2,20 ","7,887 ",
9819,"RASPADOR TIPO DG  63,50 X 71,50 X 4,00/7,00 ","28,124 ",
9820,"GAXETA  AG 1  105,00 X 120,00 X 6,30 ","62,434 ",
9830,"RASPADOR TIPO D  18,00 X 25,40 X 3,20 ","4,636 ",
9847,"RASPADOR TIPO DG  25,10 X 32,40 X 3,00 ","5,919 ",
9869,"RASPADOR TIPO RP-25  30,00 X 38,00 X 5,00 ","11,849 ",
9923,"GAXETA  AG 5  25,00 X 33,00 X 6,00 ","9,870 ",
9939,"RASPADOR TIPO D  36,00 X 41,00 X 2,25 ","17,388 ",
9940,"GAXETA  AG22  36,00 X 43,00 X 6,50 ","16,556 ",
9942,"RASPADOR TIPO D  20,00 X 26,00 X 3,00 ","3,760 ",
9992,"GAXETA  AG 2  30,00 X 38,00 X 6,20 ","6,556 ",
AG7008,"GAXETA AG21  3,00 X 8,00 X 4,00 ","4,034 ",
Linha:,GAXETA E RASPADOR
Código,Descrição UN,Preço Unitário R$% IPI,
AG7027,"GAXETA  AG 2  22,00 X 34,00 X 7,00 ","8,185 ",
AG7048,"RASPADOR TIPO RP-25  63,00 X 71,00 X 6,00 ","31,418 ",
AG7072,"GAX. AG13 100,00 X115,50X6,00 C/ARR.ANTI-EXTRUSAPOC","60,808 ",
AG7073,"GAXETA  AG 1  100,00 X 115,00 X 9,00 (COR NATURAL)","97,023 ",
AG7078,"GAXETA  AG22  75,00 X 83,00 X 9,00 ","35,792 ",
AG7079,"RASPADOR TIPO D  75,00 X  83,00 X 4,00 ","16,071 ",
AG7085,"GAXETA AG22  25,00 X 30,00 X 5,50 ","13,174 ",
AG7088,"RASPADOR TIPO D  25,00 X 29,50 X 2,00 ","9,857 ",
AG7119,"RASPADOR TIPO D  12,00 X 18,00 X 3,00 ","3,760 ",
AG7146,"GAXETA  AG 3  35,00 X 50,00 X 10,00 ","18,076 ",
AG7147,"GAXETA  AG 3  60,00 X 70,00 X 12,00 ","41,284 ",
AG7158,"GAXETA  AG 7  31,75 X 41,28 X 4,76 ","18,716 ",
AG7192,"GAXETA  AG 1  65,00 X 80,50 X 6,40 ","32,654 ",
AG7207,"GAXETA  AG 4  60,00 X 70,00 X 10,00 ","26,315 ",
AG7208,"GAX. AG14 60,00 X 75,50 X 6,00 C/ARR.ANTI-EXTRUSAPOC","27,252 ",
AG7223,"RASPADOR TIPO RP-25  25,00 X 31,00 X 5,10/7,30 ","7,613 ",
AG7254,"RASPADOR TIPO RP-25  16,00 X 24,00 X 4,50 ","4,638 ",
AG7263,"RASPADOR TIPO K  28,30 X 38,70 X 4,50 ","8,703 ",
AG7271,"GAXETA  AG 4  85,00 X 95,00 X 12,00 ","36,395 ",
AG7291,"GAX. AG12 40,00 X 48,60 X 8,00 C/ARR.ANTI-EXTRUSAPOC","28,039 ",
AG7299,"GAXETA  AG 4  36,00 X 44,00 X 8,00 ","8,064 ",
AG7350,"GAXETA  AG 7  25,00 X 35,00 X 9,00 ","9,929 ",
AG7360,"RASPADOR TIPO RP-25  45,00 X 53,00 X 6,00 ","12,660 ",
AG7363,"GAX. AG14 45,00 X 60,10 X 5,90 C/ARR.ANTI-EXTRUSAPOC","28,996 ",
AG7364,"GAX. AG14 56,00 X 71,10 X 5,90 C/ARR.ANTI-EXTRUSAPOC","36,842 ",
AG7390,"GAXETA  AG 4  62,00 X 72,00 X 10,00 ","26,112 ",
AG7391,"RASPADOR TIPO D  62,00 X 72,00 X 5,30 ","11,077 ",
AG7393,"GAXETA  AG 4  47,00 X 57,00 X 6,00 ","16,752 ",
AG7439,"RASPADOR TIPO RP-25  70,00 X 80,00 X 5,70 ","22,872 ",
AG7464,"GAXETA  AG 4  25,00 X 35,00 X 7,00 ","10,633 ",
AG7482,"GAX. AG13 50,00X65,00X6,00 C/ARR.ANTI-EXTRUSAO ","23,621 ",
AG7557,"GAXETA  AG 4  28,00 X 36,00 X 7,30 ","14,217 ",
AG7569,"RASPADOR TIPO RP-25  32,00 X 40,00 X 6,00 ","13,903 ",
AG7664,"GAX. AG14 72,00 X 83,00 X 15,50 C/ARR.ANTI-EXTRUSPAC","56,050 ",
AG7749,"GAXETA  AG 1  85,00 X 100,00 X 5,80 ","58,890 ",
AG7842,"RASPADOR TIPO DG  75,00 X 83,00 X 4,00 ","29,622 ",
AG7964,"GAX. AG14 70,00 X 85,10 X 5,90 C/ARR.ANTI-EXTRUSAPOC","53,854 ",
AG8016,"GAX. AG13 40,00X50,70X3,90 C/ARR.ANTI-EXTRUSAO ","27,416 ",
AG8034,"RASPADOR TIPO E  90,00 X 102,00 X 7,20 ","50,591 ",
AG8043,"RASPADOR TIPO DG 40,00 X 48,50 X 4,00 ","6,773 ",
AG8094,"GAX. AG13  110,00X125,00X6,00  C/ARR.ANTI-EXTRUSAPOC","156,022 ",
AG8228,"GAXETA  AG 1  115,00 X 130,00 X 6,00 ","62,434 ",
AG8262,"GAXETA AG 4  15,90 X 20,10 X 2,80 ","10,085 ",
AG8288,"GAXETA  AG 2  16,00 X 22,00 X 5,00 ","5,288 ",
AG8301,"GAXETA  AG 7  25,40 X 34,98 X 4,76 ","5,618 ",
AG8303,"GAXETA  AG 3  40,00 X 55,50 X 6,00 ","27,368 ",
AG8306,"GAXETA  AG 4  15,90 X 20,50 X 7,00 ","17,574 ",
AG8404,"RASPADOR TIPO D  65,00 X 73,60 X 5,30 ","14,804 ",
AG8439,"RASPADOR TIPO D  50,00 X 58,60 X 5,30 ","12,355 ",
AG8443,"RASPADOR TIPO D 60,00 X 68,00 X 5,30 ","11,537 ",
AG8463,"GAXETA AG 1 55,00 X 70,50 X 6,40 ","30,277 ",
AG8475,"GAX. AG13 90,00X105,00X5,0/6,30 C/ARR ANTI EXTRUSP.C","33,939 ",
AL100,ALICATE DE INSTALACAO 3/4 - 1.1/4 ,"1.387,013 5.20",
AL150,ALICATE DE INSTALACAO 1.3/8 - 1.7/8 ,"1.387,013 5.20",
AL200,ALICATE DE INSTALACAO 2 - 3 ,"1.387,013 5.20",
AX0146,"GAX. AG 8  65,00 X 85,00 X 10,00 C/ ARR. ANTI-EXTR ","37,645 ",
AX0158,"RASPADOR TIPO D 266,70 X 292,10 X 7,00 ","185,052 ",
Linha:,GAXETA E RASPADOR
Código,Descrição UN,Preço Unitário R$% IPI,
AX0159,"GAX. 273,50 X 297,50 X 19,05 - (647310767-750) ","288,677 ",
AX0160,"RASPADOR TIPO D 273,50 X 298,50 X 10,00 ","206,200 ",
AX0161,"RASPADOR TIPO D 231,70 X 247,50 X 8,00 ","71,164 ",
D-0250,RAPADOR  1/4 X 1/2 X 1/8 ,"3,526 ",
D-0312,RASPADOR  5/16 X 9/16 X 1/8 ,"3,526 ",
D-0375,RASPADOR  3/8 X 5/8 X 1/8 ,"3,526 ",
D-0437,RASPADOR  7/16 X 11/16 X 1/8 ,"3,526 ",
D-0500,RASPADOR  1/2 X 3/4 X 1/8 ,"3,526 ",
D-0562,RASPADOR  9/16 X 13/16 X 1/8 ,"3,526 ",
D-0625,RASPADOR  5/8 X 7/8 X 1/8 ,"3,526 ",
D-0687,RASPADOR  11/16 X 15/16 X 1/8 ,"3,526 ",
D-0750,RASPADOR  3/4 X 1.1/8 X 3/16 ,"3,526 ",
D-0788,"RASPADOR TIPO D  20,00 X 27,70 X 5,50/6,80 ","6,767 ",
D-0812,RASPADOR  13/16 X 1.3/16 X 3/16 ,"3,526 ",
D-0875,RASPADOR  7/8 X 1.1/4 X 3/16 ,"3,526 ",
D-0937,RASPADOR  15/16 X 1.5/16 X 3/16 ,"3,526 ",
D-1000,RASPADOR1 X 1.3/8 X 3/16 ,"3,526 ",
D-10000,RASPADOR  10 X 11 X 1/2 ,"139,499 ",
D-1062,RASPADOR 1.1/16 X 1.7/16 X 3/16 ,"4,034 ",
D-1125,RASPADOR1.1/8 X  1.1/2 X  3/16 ,"4,034 ",
D-1187,RASPADOR 1.3/16 X 1.9/16 X  3/16 ,"4,034 ",
D-1250,RASPADOR1.1/4 X  1.5/8 X  3/16 ,"4,034 ",
D-1312,RASPADOR  1.5/16 X 1.11/16 X 3/16 ,"4,137 ",
D-1375,RASPADOR1.3/8 X 1.3/4 X 3/16 ,"4,232 ",
D-1500,RASPADOR1.1/2 X  1.7/8 X  3/16 ,"4,338 ",
D-1562,RASPADOR 1.9/16 X 1.15/16X  3/16 ,"4,535 ",
D-1625,RASPADOR  1.5/8 X 2 X 3/16 ,"4,738 ",
D-1750,RASPADOR  1.3/4 X 2.1/8 X 3/16 ,"5,036 ",
D-1812,RASPADOR  1.13/16 X 2.3/16 X 3/16 ,"5,575 ",
D-1875,RASPADOR  1.7/8 X 2.1/4 X 3/16 ,"5,349 ",
D-1937,"RASPADOR TIPO D  49,21 X 58,73 X 4,76/7,00 ","12,854 ",
D-2000,RASPADOR  2 X 2.1/2 X 1/4 ,"6,053 ",
D-2062,RASPADOR  2.1/16 X 2.9/16 X 1/4 ,"6,254 ",
D-2125,RASPADOR2.1/8 X  2.5/8 X  1/4 ,"6,556 ",
D-2187,RASPADOR  2.3/16 X 2.11/16 X 1/4 ,"6,856 ",
D-2250,RASPADOR2.1/4 X  2.3/4 X  1/4 ,"7,059 ",
D-2375,RASPADOR2.3/8 X  2.7/8 X  1/4 ,"7,261 ",
D-2375H,RASPADOR2.3/8 X  2.7/8 X  1/4  PU AMARELO ,"20,328 ",
D-2500,RASPADOR  2.1/2 X 3 X 1/4 ,"7,563 ",
D-2562,RASPADOR  2.9/16 X 3.1/16 X 1/4 ,"7,856 ",
