Cod,Ref,Ø INT,ØEXT. ,H,Grupo Tipo ,Marca,NCM,cest,tributação,unidade,Preco,Alfanumérico
5702,12500250250,1/4,1/2,1/4,5,APC,39269090,2083800,1,PC,"4,03",5702
1510,31201625500,1 5/8,2 1/4,1/2,5,APC,39269090,2083800,1,PC,"16,39",1510
AG8134,18700250250,1/4,5/8,1/4,5,APC,39269090,2083800,1,PC,"4,03",AG8134
3429,37501625625,1 5/8,2 3/8,5/8,5,APC,39269090,2083800,1,PC,"21,68",3429
6787,18700250312,1/4,5/8,5/16,5,APC,39269090,2083800,1,PC,"4,03",6787
AG7132,12501750185,1 3/4,2,3/16,5,APC,39269090,2083800,1,PC,"10,29",AG7132
5836,12500312250,5/16,9/16,1/4,5,APC,39269090,2083800,1,PC,"4,03",5836
AG7329,18701750250,1 3/4,2 1/8,1/4,5,APC,39269090,2083800,1,PC,"8,37",AG7329
6370,18700312312,5/16,11/16,5/16,5,APC,39269090,2083800,1,PC,"4,03",6370
3075,18701750312,1 3/4,2 1/8,5/16,5,APC,39269090,2083800,1,PC,"8,37",3075
5786,12500375250,3/8,5/8,1/4,5,APC,39269090,2083800,1,PC,"4,03",5786
1075,18701750375,1 3/4,2 1/8,3/8,5,APC,39269090,2083800,1,PC,"9,93",1075
5785,18700375312,3/8,3/4,5/16,5,APC,39269090,2083800,1,PC,"4,03",5785
5863,25001750250,1 3/4,2 1/4,1/4,5,APC,39269090,2083800,1,PC,"8,98",5863
6371,12500437250,7/16,11/16,1/4,5,APC,39269090,2083800,1,PC,"4,75",6371
1061,25001750375,1 3/4,2 1/4,3/8,5,APC,39269090,2083800,1,PC,"10,33",1061
5783,12500500250,1/2,3/4,1/4,5,APC,39269090,2083800,1,PC,"4,75",5783
1616,31201750500,1 3/4,2 3/8,1/2,5,APC,39269090,2083800,1,PC,"17,40",1616
5784,18700500312,1/2,7/8,5/16,5,APC,39269090,2083800,1,PC,"4,99",5784
3430,37501750625,1 3/4,2 1/2,5/8,5,APC,39269090,2083800,1,PC,"23,19",3430
6391,25000500375,1/2,1,3/8,5,APC,39269090,2083800,1,PC,"4,99",6391
AG7248,18701812375,1 13/16,2 3/16,3/8,5,APC,39269090,2083800,1,PC,"10,33",AG7248
6386,12500562250,9/16,13/16,1/4,5,APC,39269090,2083800,1,PC,"4,99",6386
3091,18701875375,1 7/8,2 1/4,3/8,5,APC,39269090,2083800,1,PC,"10,53",3091
6854,25000562375,9/16,1  1/16,3/8,5,APC,39269090,2083800,1,PC,"5,19",6854
5126,25001875375,1 7/8,2 3/8,3/8,5,APC,39269090,2083800,1,PC,"10,95",5126
5953,12500625250,5/8,7/8,1/4,5,APC,39269090,2083800,1,PC,"4,03",5953
1604,31201875500,1 7/8,2 1/2,1/2,5,APC,39269090,2083800,1,PC,"18,15",1604
9934,18700625250,5/8,1,1/4,5,APC,39269090,2083800,1,PC,"5,04",9934
3431,37501875625,1 7/8,2 5/8,5/8,5,APC,39269090,2083800,1,PC,"24,20",3431
5574,18700625312,5/8,1,5/16,5,APC,39269090,2083800,1,PC,"4,03",5574
1633,18702000375,2,2 3/8,3/8,5,APC,39269090,2083800,1,PC,"11,14",1633
5575,31200625500,5/8,1 1/4,1/2,5,APC,39269090,2083800,1,PC,"11,10",5575
1060,25002000375,2,2 1/2,3/8,5,APC,39269090,2083800,1,PC,"11,60",1060
5576,37500625625,5/8,1 3/8,5/8,5,APC,39269090,2083800,1,PC,"11,60",5576
1615,31202000500,2,2 5/8,1/2,5,APC,39269090,2083800,1,PC,"19,71",1615
AG7937,18700687312,11/16,1 1/16,5/16,5,APC,39269090,2083800,1,PC,"5,04",AG7937
1768,37502000625,2,2 3/4,5/8,5,APC,39269090,2083800,1,PC,"25,21",1768
6946,12500750185,3/4,1,3/16,5,APC,39269090,2083800,1,PC,"4,83",6946
5948,18702125375,2 1/8,2 1/2,3/8,5,APC,39269090,2083800,1,PC,"11,85",5948
5517,12500750250,3/4,1,1/4,5,APC,39269090,2083800,1,PC,"5,04",5517
1645,25002125375,2 1/8,2 5/8,3/8,5,APC,39269090,2083800,1,PC,"12,35",1645
5577,18700750312,3/4,1 1/8,5/16,5,APC,39269090,2083800,1,PC,"4,39",5577
1750,31202125375,2 1/8,2 3/4,3/8,5,APC,39269090,2083800,1,PC,"20,17",1750
5578,25000750375,3/4,1 1/4,3/8,5,APC,39269090,2083800,1,PC,"5,70",5578
4374,31202125500,2 1/8,2 3/4,1/2,5,APC,39269090,2083800,1,PC,"20,43",4374
5579,31200750500,3/4,1 3/8,1/2,5,APC,39269090,2083800,1,PC,"12,40",5579
3432,37502125625,2 1/8,2 7/8,5/8,5,APC,39269090,2083800,1,PC,"27,22",3432
6268,12500812250,13/16,1 1/16,1/4,5,APC,39269090,2083800,1,PC,"4,03",6268
1595,18702250375,2 1/4,2 5/8,3/8,5,APC,39269090,2083800,1,PC,"12,61",1595
5127,18700812312,13/16,1 3/16,5/16,5,APC,39269090,2083800,1,PC,"4,54",5127
6167,25002250250,2 1/4,2 3/4,1/4,5,APC,39269090,2083800,1,PC,"11,10",6167
AG8138,18700812187,13/16,1 13/16,3/16,5,APC,39269090,2083800,1,PC,"5,87",AG8138
1059,25002250375,2 1/4,2 3/4,3/8,5,APC,39269090,2083800,1,PC,"13,11",1059
6156,12500875250,7/8,1 1/8,1/4,5,APC,39269090,2083800,1,PC,"4,29",6156
1629,31202250500,2 1/4,2 7/8,1/2,5,APC,39269090,2083800,1,PC,"20,17",1629
AG7740,18700875250,7/8,1 1/4,1/4,5,APC,39269090,2083800,1,PC,"4,88",AG7740
AG7944,37502250375,2 1/4,3,3/8,5,APC,39269090,2083800,1,PC,"23,39",AG7944
1573,18700875312,7/8,1 1/4,5/16,5,APC,39269090,2083800,1,PC,"4,89",1573
1138,37502250625,2 1/4,3,5/8,5,APC,39269090,2083800,1,PC,"27,72",1138
5580,25000875375,7/8,1 3/8,3/8,5,APC,39269090,2083800,1,PC,"6,35",5580
1961,18702375375,2 3/8,2 3/4,3/8,5,APC,39269090,2083800,1,PC,"13,17",1961
5581,31200875500,7/8,1 1/2,1/2,5,APC,39269090,2083800,1,PC,"13,77",5581
1825,18702375500,2 3/8,2 3/4,1/2,5,APC,39269090,2083800,1,PC,"18,15",1825
5582,37500875625,7/8,1 5/8,5/8,5,APC,39269090,2083800,1,PC,"14,62",5582
3718,25002375250,2 3/8,2 7/8,1/4,5,APC,39269090,2083800,1,PC,"12,01",3718
5411,12501000187,1,1 1/4,3/16,5,APC,39269090,2083800,1,PC,"4,54",5411
5160,25002375375,2 3/8,2 7/8,3/8,5,APC,39269090,2083800,1,PC,"14,77",5160
5261,12501000250,1,1 1/4,1/4,5,APC,39269090,2083800,1,PC,"4,80",5261
3433,31202375500,2 3/8,3,1/2,5,APC,39269090,2083800,1,PC,"21,18",3433
1597,18701000312,1,1 3/8,5/16,5,APC,39269090,2083800,1,PC,"5,45",1597
AG7334,37502375375,2 3/8,3 1/8,3/8,5,APC,39269090,2083800,1,PC,"19,45",AG7334
6169,25001000375,1,1 1/2,3/8,5,APC,39269090,2083800,1,PC,"7,06",6169
3434,37502375625,2 3/8,3 1/8,5/8,5,APC,39269090,2083800,1,PC,"29,23",3434
5583,31201000500,1,1 5/8,1/2,5,APC,39269090,2083800,1,PC,"15,12",5583
3057,18702500375,2 1/2,2 7/8,3/8,5,APC,39269090,2083800,1,PC,"13,77",3057
5584,37501000625,1,1 3/4,5/8,5,APC,39269090,2083800,1,PC,"15,63",5584
1058,25002500375,2 1/2,3,3/8,5,APC,39269090,2083800,1,PC,"15,43",1058
5708,12501062250,1 1/16,1 5/16,1/4,5,APC,39269090,2083800,1,PC,"5,35",5708
3088,25003375375,3 3/8,3 7/8,3/8,5,APC,39269090,2083800,1,PC,"20,17",3088
6388,18701062250,1 1/16,1 7/16,1/4,5,APC,39269090,2083800,1,PC,"5,45",6388
4829,31203375375,3  3/8,4,3/8,5,APC,39269090,2083800,1,PC,"30,65",4829
1637,18701625375,1 5/8,2,3/8,5,APC,39269090,2083800,1,PC,"9,28",1637
1594,31203375500,3 3/8,4,1/2,5,APC,39269090,2083800,1,PC,"31,11",1594
5461,25001625375,1 5/8,2 1/8,3/8,5,APC,39269090,2083800,1,PC,"9,73",5461
3304,37503375625,3 3/8,4 1/8,5/8,5,APC,39269090,2083800,1,PC,"41,84",3304
3442,18703500375,3 1/2,3 7/8,3/8,5,APC,39269090,2083800,1,PC,"18,85",3442
3934,37505500625,5 1/2,6 1/4,5/8,5,APC,39269090,2083800,1,PC,"84,18",3934
1569,25003500375,3 1/2,4,3/8,5,APC,39269090,2083800,1,PC,"20,97",1569
3815,50005500750,5 1/2,6 1/2,3/4,5,APC,39269090,2083800,1,PC,"120,98",3815
3275,31203500500,3 1/2,4 1/8,1/2,5,APC,39269090,2083800,1,PC,"31,40",3275
3132,18705625500,5 5/8,6,1/2,5,APC,39269090,2083800,1,PC,"42,86",3132
1643,37503500625,3 1/2,4 1/4,5/8,5,APC,39269090,2083800,1,PC,"42,86",1643
4020,37505625625,5 5/8,6 3/8,5/8,5,APC,39269090,2083800,1,PC,"88,22",4020
4295,50003500750,3 1/2,4 1/2,3/4,5,APC,39269090,2083800,1,PC,"58,21",4295
3590,25005750562,5 3/4,6 1/4,9/16,5,APC,39269090,2083800,1,PC,"55,45",3590
3443,18703625375,3 5/8,4,3/8,5,APC,39269090,2083800,1,PC,"19,46",3443
6961,31205750625,5 3/4,6 3/8,5/8,5,APC,39269090,2083800,1,PC,"90,74",6961
3444,25003625375,3 5/8,4 1/8,3/8,5,APC,39269090,2083800,1,PC,"21,68",3444
3816,37505750625,5 3/4,6 1/2,5/8,5,APC,39269090,2083800,1,PC,"90,74",3816
1189,25003625500,3 5/8,4 1/8,1/2,5,APC,39269090,2083800,1,PC,"28,74",1189
4068,50005750750,5 3/4,6 3/4,3/4,5,APC,39269090,2083800,1,PC,"126,03",4068
AG7331,25003625562,3 5/8,4 1/8,9/16,5,APC,39269090,2083800,1,PC,"31,09",AG7331
3945,25006000562,6,6 1/2,9/16,5,APC,39269090,2083800,1,PC,"57,97",3945
AG7949,25003625590,3 5/8,4 1/8,19/32,5,APC,39269090,2083800,1,PC,"39,36",AG7949
4833,37506000375,6,6 3/4,3/8,5,APC,39269090,2083800,1,PC,"76,05",4833
3809,31203625500,3 5/8,4 1/4,1/2,5,APC,39269090,2083800,1,PC,"31,76",3809
3960,37506000625,6,6 3/4,5/8,5,APC,39269090,2083800,1,PC,"100,83",3960
4562,37503625562,3 5/8,4 3/8,9/16,5,APC,39269090,2083800,1,PC,"37,59",4562
3868,37506000750,6,6 3/4,3/4,5,APC,39269090,2083800,1,PC,"110,91",3868
1772,37503625590,3 5/8,4 3/8,19/32,5,APC,39269090,2083800,1,PC,"42,86",1772
4109,50006000750,6,7,3/4,5,APC,39269090,2083800,1,PC,"133,98",4109
3998,37503625625,3 5/8,4 3/8,5/8,5,APC,39269090,2083800,1,PC,"45,37",3998
4048,25006250562,6 1/4,6 3/4,9/16,5,APC,39269090,2083800,1,PC,"58,48",4048
3445,18703750375,3 3/4,4 1/8,3/8,5,APC,39269090,2083800,1,PC,"19,91",3445
3866,37506250625,6 1/4,7,5/8,5,APC,39269090,2083800,1,PC,"106,67",3866
3446,25003750375,3 3/4,4 1/4,3/8,5,APC,39269090,2083800,1,PC,"22,69",3446
4614,625062501000,6 1/4,7 1/2,1,5,APC,39269090,2083800,1,PC,"201,65",4614
6488,25003750500,3 3/4,4 1/4,1/2,5,APC,39269090,2083800,1,PC,"30,25",6488
3867,37506375625,6 3/8,7 1/8,5/8,5,APC,39269090,2083800,1,PC,"110,91",3867
3784,25003750562,3 3/4,4 1/4,9/16,5,APC,39269090,2083800,1,PC,"35,29",3784
3135,18706500500,6 1/2,6 7/8,1/2,5,APC,39269090,2083800,1,PC,"47,89",3135
1634,31203750500,3 3/4,4 3/8,1/2,5,APC,39269090,2083800,1,PC,"31,96",1634
3081,25006500562,6 1/2,7,9/16,5,APC,39269090,2083800,1,PC,"60,50",3081
1860,37503750625,3 3/4,4 1/2,5/8,5,APC,39269090,2083800,1,PC,"47,89",1860
3972,31206500625,6 1/2,7 1/8,5/8,5,APC,39269090,2083800,1,PC,"60,50",3972
3591,50003750750,3 3/4,4 3/4,3/4,5,APC,39269090,2083800,1,PC,"85,70",3591
4160,37506500625,6 1/2,7 1/4,5/8,5,APC,39269090,2083800,1,PC,"115,96",4160
3448,18703875375,3 7/8,4 1/4,3/8,5,APC,39269090,2083800,1,PC,"20,67",3448
3141,50006500750,6 1/2,7 1/2,3/4,5,APC,39269090,2083800,1,PC,"141,15",3141
3449,25003875375,3 7/8,4 3/8,3/8,5,APC,39269090,2083800,1,PC,"24,20",3449
3118,25006750562,6 3/4,7 1/4,9/16,5,APC,39269090,2083800,1,PC,"62,51",3118
3810,31203875500,3 7/8,4 1/2,1/2,5,APC,39269090,2083800,1,PC,"33,27",3810
3947,31206750625,6 3/4,7 3/8,5/8,5,APC,39269090,2083800,1,PC,"75,62",3947
4563,37503875625,3 7/8,4 5/8,5/8,5,APC,39269090,2083800,1,PC,"51,25",4563
3220,37506750625,6 3/4,7 1/2,5/8,5,APC,39269090,2083800,1,PC,"120,98",3220
6580,18704000375,4,4 3/8,3/8,5,APC,39269090,2083800,1,PC,"21,68",6580
4139,50006750750,6 3/4,7  3/4,3/4,5,APC,39269090,2083800,1,PC,"146,19",4139
3128,18704000500,4,4 3/8,1/2,5,APC,39269090,2083800,1,PC,"30,25",3128
4178,37507000625,7,7 3/4,5/8,5,APC,39269090,2083800,1,PC,"126,03",4178
1150,25004000375,4,4 1/2,3/8,5,APC,39269090,2083800,1,PC,"25,21",1150
4292,50007000750,7,8,3/4,5,APC,39269090,2083800,1,PC,"135,03",4292
1578,25004000562,4,4 1/2,9/16,5,APC,39269090,2083800,1,PC,"37,81",1578
4120,25007250562,7 1/4,7 3/4,9/16,5,APC,39269090,2083800,1,PC,"67,04",4120
3450,31204000562,4,4 5/8,9/16,5,APC,39269090,2083800,1,PC,"38,82",3450
4161,37507250625,7 1/4,8,5/8,5,APC,39269090,2083800,1,PC,"132,13",4161
1644,37504000375,4,4 3/4,3/8,5,APC,39269090,2083800,1,PC,"35,29",1644
4495,625072501000,7 1/4,8 1/2,1,5,APC,39269090,2083800,1,PC,"234,81",4495
1401,37504000625,4,4 3/4,5/8,5,APC,39269090,2083800,1,PC,"53,44",1401
3136,18707375500,7 3/8,7 3/4,1/2,5,APC,39269090,2083800,1,PC,"59,48",3136
4801,50004000500,4,5,1/2,5,APC,39269090,2083800,1,PC,"62,92",4801
4135,25007500562,7  1/2,8,9/16,5,APC,39269090,2083800,1,PC,"69,06",4135
3811,50004000750,4,5,3/4,5,APC,39269090,2083800,1,PC,"90,74",3811
4133,31207500625,7  1/2,8  1/8,5/8,5,APC,39269090,2083800,1,PC,"85,70",4133
3814,18704125375,4 1/8,4 1/2,3/8,5,APC,39269090,2083800,1,PC,"22,18",3814
4206,37507500625,7 1/2,8 1/4,5/8,5,APC,39269090,2083800,1,PC,"136,92",4206
3451,25004125562,4 1/8,4 5/8,9/16,5,APC,39269090,2083800,1,PC,"35,29",3451
AG8142,18701062312,1 1/16,1  7/16,5/16,5,APC,39269090,2083800,1,PC,"5,85",AG8142
3452,31204125562,4 1/8,4 3/4,9/16,5,APC,39269090,2083800,1,PC,"39,83",3452
AG8143,12501125157,1 1/8,1  3/8,5/32,5,APC,39269090,2083800,1,PC,"5,29",AG8143
6960,31205250625,5 1/4,5 7/8,5/8,5,APC,39269090,2083800,1,PC,"80,65",6960
5962,12501125187,1 1/8,1 3/8,3/16,5,APC,39269090,2083800,1,PC,"5,04",5962
3139,37505250625,5 1/4,6,5/8,5,APC,39269090,2083800,1,PC,"80,66",3139
9069,12501125204,1 1/8,1 3/8,13/64,5,APC,39269090,2083800,1,PC,"5,29",9069
4305,31205375625,5 3/8,6,5/8,5,APC,39269090,2083800,1,PC,"58,52",4305
5963,12501125250,1 1/8,1 3/8,1/4,5,APC,39269090,2083800,1,PC,"5,29",5963
4428,37505375625,5 3/8,6 1/8,5/8,5,APC,39269090,2083800,1,PC,"78,49",4428
5959,18701125312,1 1/8,1 1/2,5/16,5,APC,39269090,2083800,1,PC,"6,05",5959
4270,18705500500,5 1/2,5 7/8,1/2,5,APC,39269090,2083800,1,PC,"41,93",4270
1877,25001125375,1 1/8,1 5/8,3/8,5,APC,39269090,2083800,1,PC,"7,66",1877
3079,25005500562,5 1/2,6,9/16,5,APC,39269090,2083800,1,PC,"51,57",3079
5585,31201125500,1 1/8,1 3/4,1/2,5,APC,39269090,2083800,1,PC,"15,63",5585
5586,37501125625,1 1/8,1 7/8,5/8,5,APC,39269090,2083800,1,PC,"16,28",5586
1673,31202750500,2 3/4,3 3/8,1/2,5,APC,39269090,2083800,1,PC,"23,45",1673
6242,18701187312,1 3/16,1 9/16,5/16,5,APC,39269090,2083800,1,PC,"6,00",6242
AG7332,31202750625,2 3/4,3 3/8,5/8,5,APC,39269090,2083800,1,PC,"27,10",AG7332
5837,25001187312,1 3/16,1 11/16,5/16,5,APC,39269090,2083800,1,PC,"6,80",5837
3148,37502750625,2 3/4,3 1/2,5/8,5,APC,39269090,2083800,1,PC,"32,77",3148
5588,25001187375,1 3/16,1 11/16,3/8,5,APC,39269090,2083800,1,PC,"8,06",5588
3436,18702875375,2 7/8,3 1/4,3/8,5,APC,39269090,2083800,1,PC,"15,68",3436
5518,12501250250,1 1/4,1 1/2,1/4,5,APC,39269090,2083800,1,PC,"6,05",5518
1993,25002875375,2 7/8,3 3/8,3/8,5,APC,39269090,2083800,1,PC,"17,64",1993
AG7328,12501250312,1 1/4,1 1/2,5/16,5,APC,39269090,2083800,1,PC,"6,93",AG7328
AG7330,25002875500,2 7/8,3 3/8,1/2,5,APC,39269090,2083800,1,PC,"24,14",AG7330
1238,18701250312,1 1/4,1 5/8,5/16,5,APC,39269090,2083800,1,PC,"6,56",1238
1676,31202875500,2 7/8,3 1/2,1/2,5,APC,39269090,2083800,1,PC,"24,35",1676
5119,18701250375,1 1/4,1 5/8,3/8,5,APC,39269090,2083800,1,PC,"6,71",5119
3437,37502875625,2 7/8,3 5/8,5/8,5,APC,39269090,2083800,1,PC,"35,29",3437
AG8146,25001250312,1 1/4,1 3/4,5/16,5,APC,39269090,2083800,1,PC,"9,80",AG8146
3438,18703000375,3,3 3/8,3/8,5,APC,39269090,2083800,1,PC,"16,39",3438
1572,25001250375,1 1/4,1 3/4,3/8,5,APC,39269090,2083800,1,PC,"9,98",1572
1057,25003000375,3,3 1/2,3/8,5,APC,39269090,2083800,1,PC,"18,15",1057
1675,31201250500,1 1/4,1 7/8,1/2,5,APC,39269090,2083800,1,PC,"15,88",1675
1579,31203000500,3,3 5/8,1/2,5,APC,39269090,2083800,1,PC,"25,21",1579
5587,37501250625,1 1/4,2,5/8,5,APC,39269090,2083800,1,PC,"17,14",5587
1056,37503000500,3,3 3/4,1/2,5,APC,39269090,2083800,1,PC,"30,25",1056
6389,18701312312,1 5/16,1 11/16,5/16,5,APC,39269090,2083800,1,PC,"6,56",6389
1070,37503000625,3,3 3/4,5/8,5,APC,39269090,2083800,1,PC,"36,80",1070
5589,25001312375,1 5/16,1 13/16,3/8,5,APC,39269090,2083800,1,PC,"8,06",5589
4827,50003000562,3,4,9/16,5,APC,39269090,2083800,1,PC,"53,49",4827
5856,12501375250,1 3/8,1 5/8,1/4,5,APC,39269090,2083800,1,PC,"6,45",5856
1052,50003000625,3,4,5/8,5,APC,39269090,2083800,1,PC,"58,48",1052
6199,18701375250,1 3/8,1 3/4,1/4,5,APC,39269090,2083800,1,PC,"6,25",6199
3807,50003000750,3,4,3/4,5,APC,39269090,2083800,1,PC,"70,08",3807
5099,18701375312,1 3/8,1 3/4,5/16,5,APC,39269090,2083800,1,PC,"6,86",5099
3808,18703125375,3 1/8,3 1/2,3/8,5,APC,39269090,2083800,1,PC,"17,14",3808
6361,18701375375,1 3/8,1 3/4,3/8,5,APC,39269090,2083800,1,PC,"8,12",6361
3127,18703125500,3 1/8,3 1/2,1/2,5,APC,39269090,2083800,1,PC,"23,69",3127
1878,25001375375,1 3/8,1 7/8,3/8,5,APC,39269090,2083800,1,PC,"8,32",1878
1714,25003125375,3 1/8,3 5/8,3/8,5,APC,39269090,2083800,1,PC,"18,95",1714
1674,31201375500,1 3/8,2,1/2,5,APC,39269090,2083800,1,PC,"16,13",1674
4271,25003125500,3 1/8,3 5/8,1/2,5,APC,39269090,2083800,1,PC,"23,74",4271
5590,37501375625,1 3/8,2 1/8,5/8,5,APC,39269090,2083800,1,PC,"19,16",5590
1709,31203125500,3 1/8,3 3/4,1/2,5,APC,39269090,2083800,1,PC,"29,23",1709
AG8151,18701437312,1  7/16,1 13/16,5/16,5,APC,39269090,2083800,1,PC,"9,80",AG8151
3440,37503125625,3 1/8,3 7/8,5/8,5,APC,39269090,2083800,1,PC,"38,32",3440
AG7215,18701437375,1  7/16,1 13/16,3/8,5,APC,39269090,2083800,1,PC,"9,89",AG7215
1718,18703250375,3 1/4,3 5/8,3/8,5,APC,39269090,2083800,1,PC,"17,64",1718
6136,31201437500,1 7/16,2  1/16,1/2,5,APC,39269090,2083800,1,PC,"16,50",6136
3302,25003250375,3 1/4,3 3/4,3/8,5,APC,39269090,2083800,1,PC,"19,67",3302
6387,12501500250,1 1/2,1 3/4,1/4,5,APC,39269090,2083800,1,PC,"6,96",6387
6474,25003250500,3 1/4,3 3/4,1/2,5,APC,39269090,2083800,1,PC,"24,20",6474
3090,18701500312,1 1/2,1 7/8,5/16,5,APC,39269090,2083800,1,PC,"7,16",3090
4159,25003250562,3 1/4,3 3/4,9/16,5,APC,39269090,2083800,1,PC,"28,71",4159
1156,18701500375,1 1/2,1 7/8,3/8,5,APC,39269090,2083800,1,PC,"8,57",1156
4388,31203250326,3 1/4,3 7/8,21/64,5,APC,39269090,2083800,1,PC,"28,47",4388
6392,25001500312,1 1/2,2,5/16,5,APC,39269090,2083800,1,PC,"9,73",6392
3146,31203250500,3 1/4,3 7/8,1/2,5,APC,39269090,2083800,1,PC,"30,09",3146
1062,25001500375,1 1/2,2,3/8,5,APC,39269090,2083800,1,PC,"9,12",1062
1681,37503250625,3 1/4,4,5/8,5,APC,39269090,2083800,1,PC,"40,33",1681
1671,31201500500,1 1/2,2 1/8,1/2,5,APC,39269090,2083800,1,PC,"16,64",1671
3441,18703375375,3 3/8,3 3/4,3/8,5,APC,39269090,2083800,1,PC,"18,25",3441
3428,37501500625,1 1/2,2 1/4,5/8,5,APC,39269090,2083800,1,PC,"20,17",3428
4426,18703375500,3 3/8,3 3/4,1/2,5,APC,39269090,2083800,1,PC,"29,70",4426
6393,50001500750,1 1/2,2 1/2,3/4,5,APC,39269090,2083800,1,PC,"50,41",6393
4561,31204125625,4 1/8,4 3/4,5/8,5,APC,39269090,2083800,1,PC,"39,56",4561
1622,18701625312,1 5/8,2,5/16,5,APC,39269090,2083800,1,PC,"7,86",1622
3222,37504125625,4 1/8,4 7/8,5/8,5,APC,39269090,2083800,1,PC,"55,45",3222
1069,31202500500,2 1/2,3 1/8,1/2,5,APC,39269090,2083800,1,PC,"21,94",1069
3453,18704250375,4 1/4,4 5/8,3/8,5,APC,39269090,2083800,1,PC,"24,20",3453
5124,37502500375,2 1/2,3 1/4,3/8,5,APC,39269090,2083800,1,PC,"20,17",5124
3306,25004250375,4 1/4,4 3/4,3/8,5,APC,39269090,2083800,1,PC,"26,72",3306
3147,37502500625,2 1/2,3 1/4,5/8,5,APC,39269090,2083800,1,PC,"30,25",3147
3454,25004250562,4 1/4,4 3/4,9/16,5,APC,39269090,2083800,1,PC,"40,33",3454
3405,25002562375,2 9/16,3,3/8,5,APC,39269090,2083800,1,PC,"15,88",3405
3812,31204250562,4 1/4,4 7/8,9/16,5,APC,39269090,2083800,1,PC,"40,33",3812
3435,18702625375,2 5/8,3,3/8,5,APC,39269090,2083800,1,PC,"14,36",3435
4445,31204250625,4 1/4,4 7/8,5/8,5,APC,39269090,2083800,1,PC,"40,35",4445
1677,25002625375,2 5/8,3 1/8,3/8,5,APC,39269090,2083800,1,PC,"16,34",1677
4626,37504250562,4 1/4,5,9/16,5,APC,39269090,2083800,1,PC,"49,32",4626
1670,31202625500,2 5/8,3 1/4,1/2,5,APC,39269090,2083800,1,PC,"22,24",1670
1642,37504250625,4 1/4,5,5/8,5,APC,39269090,2083800,1,PC,"58,33",1642
6480,37502625625,2 5/8,3 3/8,5/8,5,APC,39269090,2083800,1,PC,"32,77",6480
3813,50004250750,4 1/4,5 1/4,3/4,5,APC,39269090,2083800,1,PC,"100,83",3813
1672,18702750375,2 3/4,3 1/8,3/8,5,APC,39269090,2083800,1,PC,"15,12",1672
1659,18704375375,4 3/8,4 3/4,3/8,5,APC,39269090,2083800,1,PC,"25,21",1659
1624,25002750375,2 3/4,3 1/4,3/8,5,APC,39269090,2083800,1,PC,"17,64",1624
3305,18704375500,4 3/8,4 3/4,1/2,5,APC,39269090,2083800,1,PC,"32,77",3305
3086,25004375562,4 3/8,4 7/8,9/16,5,APC,39269090,2083800,1,PC,"41,34",3086
4422,37508750625,8 3/4,9 1/2,5/8,5,APC,39269090,2083800,1,PC,"133,37",4422
4089,31204375500,4 3/8,5,1/2,5,APC,39269090,2083800,1,PC,"39,83",4089
4438,50008750750,8 3/4,9 3/4,3/4,5,APC,39269090,2083800,1,PC,"189,89",4438
4443,31204375562,4 3/8,5,9/16,5,APC,39269090,2083800,1,PC,"49,76",4443
4437,37509000625,9,9 3/4,5/8,5,APC,39269090,2083800,1,PC,"138,09",4437
4009,31204375625,4 3/8,5,5/8,5,APC,39269090,2083800,1,PC,"49,76",4009
4214,50009000750,9,10,3/4,5,APC,39269090,2083800,1,PC,"191,56",4214
4072,37504375625,4 3/8,5 1/8,5/8,5,APC,39269090,2083800,1,PC,"65,54",4072
3223,31209125625,9 1/8,9 3/4,5/8,5,APC,39269090,2083800,1,PC,"141,15",3223
4259,18704500375,4 1/2,4 7/8,3/8,5,APC,39269090,2083800,1,PC,"20,57",4259
4256,37509250625,9 1/4,10,5/8,5,APC,39269090,2083800,1,PC,"166,36",4256
1151,25004500375,4 1/2,5,3/8,5,APC,39269090,2083800,1,PC,"27,72",1151
4449,25009500562,9 1/2,10,9/16,5,APC,39269090,2083800,1,PC,"97,32",4449
3455,25004500562,4 1/2,5,9/16,5,APC,39269090,2083800,1,PC,"42,86",3455
4084,37509500625,9 1/2,10 1/4,5/8,5,APC,39269090,2083800,1,PC,"171,40",4084
4007,31204500625,4 1/2,5 1/8,5/8,5,APC,39269090,2083800,1,PC,"55,45",4007
4083,37509750625,9 3/4,10 1/2,5/8,5,APC,39269090,2083800,1,PC,"176,45",4083
3963,37504500625,4 1/2,5 1/4,5/8,5,APC,39269090,2083800,1,PC,"63,52",3963
1598,37509750750,9 3/4,10 1/2,3/4,5,APC,39269090,2083800,1,PC,"180,72",1598
4049,50004500750,4 1/2,5 1/2,3/4,5,APC,39269090,2083800,1,PC,"105,87",4049
3837,37510000625,10,10  3/4,5/8,5,APC,39269090,2083800,1,PC,"186,62",3837
4003,25004625562,4 5/8,5 1/8,9/16,5,APC,39269090,2083800,1,PC,"43,35",4003
4074,50010000750,10,11,3/4,5,APC,39269090,2083800,1,PC,"211,73",4074
4008,31204625625,4 5/8,5 1/4,5/8,5,APC,39269090,2083800,1,PC,"60,50",4008
AX0157,50010500750,10  1/2,11 1/2,3/4,5,APC,39269090,2083800,1,PC,"264,36",AX0157
4004,25004750562,4 3/4,5 1/4,9/16,5,APC,39269090,2083800,1,PC,"45,37",4004
4427,50011000750,11,12,3/4,5,APC,39269090,2083800,1,PC,"306,69",4427
