Cod,Ref,Ø INT,ØEXT. ,H,Grupo Tipo ,Marca,NCM,cest,tributação,unidade,Preco,Alfanumérico
3971,37507250,7 1/4,8,3/8,,,,,,,"100,83",3971
3880,25005000,5,5 1/2,1/4,,,,,,,"29,23",3880
1383,25007500,7 1/2,8,1/4,,,,,,,"65,28",1383
4540,31205000,5,5 5/8,5/16,,,,,,,"36,50",4540
4280,37507500,7 1/2,8 1/4,3/8,,,,,,,"104,17",4280
1640,37505000,5,5 3/4,3/8,,,,,,,"50,92",1640
4289,25007750,7 3/4,8 1/2,1/4,,,,,,,"64,96",4289
1562,50005000,5,6,1/2,,,,,,,"95,79",1562
4285,50007750,7 3/4,8 3/4,1/2,,,,,,,"138,64",4285
4531,25005125,5 1/8,5 5/8,1/4,,,,,,,"30,25",4531
4314,31208000,8,8 5/8,5/16,,,,,,,"62,79",4314
4541,31205125,5 1/8,5 3/4,5/16,,,,,,,"36,99",4541
3219,50008000,8,9,1/2,,,,,,,"141,15",3219
1559,37505125,5 1/8,5 7/8,3/8,,,,,,,"60,50",1559
4834,25008250,8 1/4,8 3/4,1/4,,,,,,,"71,45",4834
4023,25005250,5 1/4,5 3/4,1/4,,,,,,,"30,25",4023
4018,37508250,8 1/4,9,3/8,,,,,,,"110,91",4018
3803,31205250,5 1/4,5 7/8,5/16,,,,,,,"37,81",3803
4324,37508500,8 1/2,9 1/4,3/8,,,,,,,"103,30",4324
1582,37505250,5 1/4,6,3/8,,,,,,,"65,54",1582
4132,50008500,8 1/2,9 1/2,1/2,,,,,,,"143,56",4132
4026,50005250,5 1/4,6 1/4,1/2,,,,,,,"100,83",4026
4081,50009000,9,10,1/2,,,,,,,"151,24",4081
4532,25005375,5 3/8,5 7/8,1/4,,,,,,,"30,85",4532
3970,37509500,9 1/2,10 1/4,3/8,,,,,,,"120,98",3970
4002,31205375,5 3/8,6,5/16,,,,,,,"42,86",4002
4454,50010000,10,11,1/2,,,,,,,"117,83",4454
4312,37505375,5 3/8,6 1/8,3/8,,,,,,,"62,79",4312
4019,37512375,12 3/8,13 1/8,3/8,,,,,,,"126,03",4019
4372,25005500,5 1/2,6,1/4,,,,,,,"29,26",4372
6406,612500612,"15,54","21,9","3,17",,,,,,,"7,06",6406
5456,615700787,20,28,4,,,,,,,"7,06",5456
5288,615700866195,22,30,5,,,,,,,"7,56",5288
5701,623600984,25,37,6,,,,,,,"8,06",5701
5749,623621102,28,40,6,,,,,,,#N/A,5749
6527,620002000,"50,8","60,9","5,1",,,,,,,"9,58",6527
AG7945,619702362,60,70,5,,,,,,,"13,41",AG7945
1679,639402560393,65,85,10,,,,,,,"32,26",1679
AG7012,617702795236,71,80,6,,,,,,,"25,97",AG7012
5720,625002874189,73,"85,7","4,8",,,,,,,"16,64",5720
5827,639403150,80,100,10,,,,,,,"45,37",5827
5698,628503200,"81,3","95,8","7,2",,,,,,,"25,21",5698
1785,636403210354,"81,5",100,"9,5",,,,,,,#N/A,1785
1817,639403545,90,110,10,,,,,,,"45,37",1817
5699,627553780,96,110,7,,,,,,,"25,21",5699
AG7317,631203942,"100,12",116,"7,94",,,,,,,"34,82",AG7317
3946,649204920,125,150,"12,5",,,,,,,"95,79",3946
4036,637505415,"137,6","156,7","9,5",,,,,,,"60,50",4036
1839,651185511,140,166,13,,,,,,,"80,66",1839
4201,639406693,170,190,10,,,,,,,"74,17",4201
4321,639407874570,200,220,"14,5",,,,,,,"106,81",4321
5836PM,12500312250PM,5/16,9/16,1/4,,,,,,,"10,09",5836PM
6371PM,12500437250PM,7/16,11/16,1/4,,,,,,,"11,76",6371PM
5517PM,12500750250PM,3/4,1,1/4,,,,,,,"11,66",5517PM
6156PM,12500875250PM,7/8,1 1/8,1/4,,,,,,,"11,66",6156PM
5411PM,12501000187PM,1,1 1/4,3/16,,,,,,,"10,97",5411PM
5261PM,12501000250PM,1,1 1/4,1/4,,,,,,,"11,08",5261PM
1597PM,18701000312PM,1,1 3/8,5/16,,,,,,,"12,61",1597PM
5962PM,12501125187PM,1 1/8,1 3/8,3/16,,,,,,,"11,66",5962PM
5963PM,12501125250PM,1 1/8,1 3/8,1/4,,,,,,,"13,87",5963PM
6242PM,18701187312PM,1 3/16,1 9/16,5/16,,,,,,,"13,88",6242PM
5518PM,12501250250PM,1 1/4,1 1/2,1/4,,,,,,,"14,00",5518PM
1238PM,18701250312PM,1 1/4,1 5/8,5/16,,,,,,,"15,17",1238PM
5119PM,18701250375PM,1 1/4,1 5/8,3/8,,,,,,,"16,43",5119PM
1572PM,25001250375PM,1 1/4,1 3/4,3/8,,,,,,,"18,81",1572PM
5099PM,18701375312PM,1 3/8,1 3/4,5/16,,,,,,,"15,86",5099PM
1878PM,25001375375PM,1 3/8,1 7/8,3/8,,,,,,,"19,25",1878PM
6387PM,12501500250PM,1 1/2,1 3/4,1/4,,,,,,,"17,38",6387PM
3090PM,18701500312PM,1 1/2,1 7/8,5/16,,,,,,,"17,92",3090PM
1156PM,18701500375PM,1 1/2,1 7/8,3/8,,,,,,,"19,82",1156PM
1062PM,25001500375PM,1 1/2,2,3/8,,,,,,,"21,12",1062PM
1671PM,31201500500PM,1 1/2,2 1/8,1/2,,,,,,,"39,91",1671PM
1622PM,18701625312PM,1 5/8,2,5/16,,,,,,,"23,58",1622PM
1637PM,18701625375PM,1 5/8,2,3/8,,,,,,,"21,46",1637PM
5461PM,25001625375PM,1 5/8,2 1/8,3/8,,,,,,,"22,51",5461PM
3075PM,18701750312PM,1 3/4,2 1/8,5/16,,,,,,,"19,37",3075PM
1075PM,18701750375PM,1 3/4,2 1/8,3/8,,,,,,,"21,34",1075PM
5863PM,25001750250PM,1 3/4,2 1/4,1/4,,,,,,,"20,76",5863PM
1061PM,25001750375PM,1 3/4,2 1/4,3/8,,,,,,,"21,34",1061PM
7248PM,18701812375PM,1 13/16,2 3/16,3/8,,,,,,,"23,14",7248PM
3091PM,18701875375PM,1 7/8,2 1/4,3/8,,,,,,,"24,38",3091PM
5126PM,25001875375PM,1 7/8,2 3/8,3/8,,,,,,,"27,44",5126PM
1633PM,18702000375PM,2,2 3/8,3/8,,,,,,,"25,78",1633PM
1060PM,25002000375PM,2,2 1/2,3/8,,,,,,,"26,83",1060PM
1615PM,31202000500PM,2,2 5/8,1/2,,,,,,,"49,28",1615PM
5948PM,18702125375PM,2 1/8,2 1/2,3/8,,,,,,,"28,58",5948PM
1645PM,25002125375PM,2 1/8,2 5/8,3/8,,,,,,,"28,58",1645PM
1595PM,18702250375PM,2 1/4,2 5/8,3/8,,,,,,,"29,17",1595PM
1059PM,25002250375PM,2 1/4,2 3/4,3/8,,,,,,,"30,32",1059PM
1629PM,31202250500PM,2 1/4,2 7/8,1/2,,,,,,,"50,42",1629PM
1961PM,18702375375PM,2 3/8,2 3/4,3/8,,,,,,,"30,44",1961PM
5160PM,25002375375PM,2 3/8,2 7/8,3/8,,,,,,,"34,18",5160PM
3057PM,18702500375PM,2 1/2,2 7/8,3/8,,,,,,,"31,85",3057PM
1058PM,25002500375PM,2 1/2,3,3/8,,,,,,,"35,70",1058PM
1069PM,31202500500PM,2 1/2,3 1/8,1/2,,,,,,,"54,82",1069PM
3147PM,37502500625PM,2 1/2,3 1/4,5/8,,,,,,,"90,74",3147PM
3435PM,18702625375PM,2 5/8,3,3/8,,,,,,,"33,24",3435PM
1672PM,18702750375PM,2 3/4,3 1/8,3/8,,,,,,,"37,81",1672PM
7952PM,25002750314PM,2 3/4,3 1/4,5/16,,,,,,,#N/A,7952PM
1624PM,25002750375PM,2 3/4,3 1/4,3/8,,,,,,,"43,91",1624PM
3436PM,18702875375PM,2 7/8,3 1/4,3/8,,,,,,,"39,20",3436PM
1057PM,25003000375PM,3,3 1/2,3/8,,,,,,,"42,00",1057PM
1579PM,31203000500PM,3,3 5/8,1/2,,,,,,,"58,32",1579PM
1056PM,37503000500PM,3,3 3/4,1/2,,,,,,,"72,44",1056PM
1070PM,37503000625PM,3,3 3/4,5/8,,,,,,,"73,04",1070PM
3808PM,18703125375PM,3 1/8,3 1/2,3/8,,,,,,,"42,86",3808PM
3302PM,25003250375PM,3 1/4,3 3/4,3/8,,,,,,,"45,49",3302PM
1681PM,37503250625PM,3 1/4,4,5/8,,,,,,,"100,82",1681PM
3441PM,18703375375PM,3 3/8,3 3/4,3/8,,,,,,,"45,65",3441PM
1569PM,25003500375PM,3 1/2,4,3/8,,,,,,,"48,69",1569PM
1643PM,37503500625PM,3 1/2,4 1/4,5/8,,,,,,,"107,14",1643PM
3443PM,18703625375PM,3 5/8,4,3/8,,,,,,,"49,65",3443PM
3446PM,25003750375PM,3 3/4,4 1/4,3/8,,,,,,,"56,73",3446PM
3784PM,25003750562PM,3 3/4,4 1/4,9/16,,,,,,,"88,23",3784PM
1634PM,31203750500PM,3 3/4,4 3/8,1/2,,,,,,,"79,05",1634PM
3448PM,18703875375PM,3 7/8,4 1/4,3/8,,,,,,,"51,68",3448PM
3449PM,25003875375PM,3 7/8,4 3/8,3/8,,,,,,,"60,50",3449PM
1150PM,25004000375PM,4,4 1/2,3/8,,,,,,,"58,32",1150PM
1578PM,25004000562PM,4,4 1/2,9/16,,,,,,,"113,42",1578PM
3814PM,18704125375PM,4 1/8,4 1/2,3/8,,,,,,,"66,53",3814PM
3306PM,25004250375PM,4 1/4,4 3/8,3/8,,,,,,,"66,79",3306PM
4626PM,37504250562PM,4 1/4,5,9/16,,,,,,,"114,13",4626PM
1642PM,37504250625PM,4 1/4,5,5/8,,,,,,,"145,83",1642PM
1659PM,18704375375PM,4 3/8,4 3/4,3/8,,,,,,,"63,00",1659PM
1151PM,25004500375PM,4 1/2,5,3/8,,,,,,,"69,31",1151PM
1152PM,25005000375PM,5,5 1/2,3/8,,,,,,,"98,32",1152PM
3065PM,25005000562PM,5,5 1/2,9/16,,,,,,,"119,73",3065PM
3139PM,37505250625PM,5 1/4,6,5/8,,,,,,,"201,64",3139PM
3934PM,37505500625PM,5 1/2,6 1/4,5/8,,,,,,,"210,46",3934PM
3816PM,37505750625PM,5 3/4,6 1/2,5/8,,,,,,,"226,85",3816PM
3960PM,37506000625PM,6,6 3/4,5/8,,,,,,,"252,10",3960PM
3866PM,37506250625PM,6 1/4,7,5/8,,,,,,,"266,68",3866PM
3972PM,31206500625PM,6 1/2,7 1/8,5/8,,,,,,,"181,48",3972PM
3220PM,37506750625PM,6 3/4,7 1/2,5/8,,,,,,,"278,97",3220PM
4161PM,37507250625PM,7 1/4,8,5/8,,,,,,,"284,36",4161PM
3783PM,25008250562PM,8 1/4,8 3/4,9/16,,,,,,,"237,83",3783PM
4437PM,37509000625PM,9,9 3/4,5/8,,,,,,,"344,98",4437PM
4256PM,37509250625PM,9 1/4,10,5/8,,,,,,,"499,08",4256PM
5106PM,611800787256PM,20,26,"6,5",,,,,,,"11,66",5106PM
8479PM,629502480448PM,63,78,"11,4",,,,,,,"31,76",8479PM
8397PM,613800984276PM,25,32,7,,,,,,,"15,76",8397PM
8532PM,,"63,5",75,"8,3",,,,,,,#N/A,8532PM
8435PM,617700984197PM,25,34,5,,,,,,,"13,99",8435PM
6525PM,619702559314PM,65,75,8,,,,,,,"30,20",6525PM
5976PM,617700984228PM,25,34,"5,8",,,,,,,"13,99",5976PM
5830PM,629502559472PM,65,80,12,,,,,,,"58,32",5830PM
5240PM,624601024374PM,26,"38,5","9,5",,,,,,,"27,98",5240PM
1411PM,625602756394PM,70,83,10,,,,,,,"57,97",1411PM
5790PM,619701102375PM,28,38,"9,5",,,,,,,"16,33",5790PM
1894PM,637402755590PM,70,89,15,,,,,,,"109,63",1894PM
5754PM,623601102354PM,28,40,9,,,,,,,"21,94",5754PM
1618PM,639402756472PM,70,90,12,,,,,,,"93,28",1618PM
5157PM,615701181314PM,30,38,8,,,,,,,"15,97",5157PM
6462PM,619702953472PM,75,85,12,,,,,,,"103,90",6462PM
5123PM,619701181354PM,30,40,9,,,,,,,"23,58",5123PM
5829PM,631502953429PM,75,90,"10,9",,,,,,,"102,86",5829PM
6193PM,619701260236PM,32,42,6,,,,,,,"17,50",6193PM
8514PM,639402953575PM,75,95,"14,6",,,,,,,"73,04",8514PM
6170PM,619701260354PM,32,42,9,,,,,,,"19,25",6170PM
3114PM,629503346393PM,85,100,10,,,,,,,"57,15",3114PM
6367PM,619701378394PM,35,45,10,,,,,,,"25,71",6367PM
1814PM,629503346472PM,85,100,12,,,,,,,"95,65",1814PM
1589PM,629501378354PM,35,50,9,,,,,,,"23,94",1589PM
1412PM,627503464413PM,88,102,"10,5",,,,,,,"85,28",1412PM
1596PM,618701500266PM,"38,1","47,6","6,8",,,,,,,"18,66",1596PM
1631PM,639403543625PM,90,110,"15,9",,,,,,,"83,73",1631PM
5416PM,619701574280PM,40,50,"7,1",,,,,,,"21,00",5416PM
3871PM,625603819393PM,97,110,10,,,,,,,"81,84",3871PM
1122PM,619701574354PM,40,50,9,,,,,,,"22,16",1122PM
1570PM,627503858413PM,98,112,"10,5",,,,,,,"88,73",1570PM
1812PM,619701574393PM,40,50,10,,,,,,,"22,39",1812PM
6362PM,631503937429PM,100,116,"10,9",,,,,,,"127,04",6362PM
1581PM,629501574354PM,40,55,9,,,,,,,"27,73",1581PM
3039PM,637503937490PM,100,119,"12,5",,,,,,,"110,91",3039PM
1090PM,619701614275PM,41,51,7,,,,,,,"24,04",1090PM
1617PM,631504291413PM,109,125,"10,5",,,,,,,"127,54",1617PM
1091PM,619701732275PM,44,54,7,,,,,,,"26,48",1091PM
3040PM,656204750875PM,"120,65","149,22","22,22",,,,,,,"151,24",3040PM
5821PM,621601771275PM,45,56,7,,,,,,,"27,98",5821PM
4038PM,639404920511PM,125,145,13,,,,,,,"151,30",4038PM
5474PM,629501772394PM,45,60,10,,,,,,,"30,32",5474PM
4046PM,623605039472PM,128,140,12,,,,,,,"130,87",4046PM
5951PM,619701811275PM,46,56,7,,,,,,,"27,98",5951PM
3328PM,639405472472PM,139,159,12,,,,,,,"151,24",3328PM
3107PM,619701968275PM,50,60,7,,,,,,,"29,17",3107PM
6089PM,619701968263PM,50,60,7,,,,,,,#N/A,6089PM
5955PM,619701968390PM,50,60,"9,9",,,,,,,"27,30",5955PM
1410PM,625601968354PM,50,63,9,,,,,,,"30,32",1410PM
1922PM,629501968393PM,50,65,10,,,,,,,"42,01",1922PM
6225PM,629501968433PM,50,65,11,,,,,,,"42,01",6225PM
7586PM,630501968250PM,50,"65,5","6,35",,,,,,,"30,00",7586PM
1876PM,618702125266PM,54,"63,5","6,8",,,,,,,"30,32",1876PM
5825PM,639402165500PM,55,75,"12,7",,,,,,,"83,24",5825PM
3111PM,619702204275PM,56,66,7,,,,,,,"21,00",3111PM
1118PM,627562206413PM,56,70,"10,5",,,,,,,"52,49",1118PM
1855PM,641332322472PM,59,80,12,,,,,,,"79,94",1855PM
6382PM,641402322550PM,59,80,14,,,,,,,"76,23",6382PM
4797PM,641402322550PM,59,80,14,,,,,,,"76,23",4797PM
1560PM,619702362354PM,60,70,9,,,,,,,"35,29",1560PM
6360PM,623602362374PM,60,72,"9,5",,,,,,,"33,83",6360PM
5853PM,629502362450PM,60,75,"11,5",,,,,,,"64,38",5853PM
1611PM,639402362470PM,60,80,"11,95",,,,,,,"81,94",1611PM
8320PM,623602480342PM,63,75,"8,7",,,,,,,"29,40",8320PM
1829PM,629502480393PM,63,78,10,,,,,,,"50,93",1829PM
7605PM,,18,26,5,,,,,,,#N/A,7605PM
8055PM,,18,26,8,,,,,,,#N/A,8055PM
5627PM,,25,33,"5,7",,,,,,,#N/A,5627PM
7606PM,,"31,5","41,5",6,,,,,,,#N/A,7606PM
7526PM,,"31,75","38,1","6,35",,,,,,,#N/A,7526PM
8056PM,,32,40,8,,,,,,,#N/A,8056PM
7568PM,,32,42,"7,3",,,,,,,#N/A,7568PM
8411PM,,40,60,12,,,,,,,#N/A,8411PM
8413PM,,45,65,12,,,,,,,#N/A,8413PM
9442PM,,46,56,6,,,,,,,#N/A,9442PM
6145PM,,50,63,10,,,,,,,#N/A,6145PM
7438PM,,50,65,"11,4",,,,,,,#N/A,7438PM
5236PM,,51,66,"6,3",,,,,,,#N/A,5236PM
9859PM,,55,65,6,,,,,,,#N/A,9859PM
6152PM,,55,68,10,,,,,,,#N/A,6152PM
1792PM,,55,70,"9,2",,,,,,,#N/A,1792PM
7045PM,,63,75,"8,7",,,,,,,#N/A,7045PM
7046PM,,63,78,"11,4",,,,,,,#N/A,7046PM
3016PM,,65,80,12,,,,,,,#N/A,3016PM
7165PM,,70,80,6,,,,,,,#N/A,7165PM
7963PM,,70,82,"8,7",,,,,,,#N/A,7963PM
7162PM,,75,85,6,,,,,,,#N/A,7162PM
7722PM,,75,95,12,,,,,,,#N/A,7722PM
3192PM,,80,90,7,,,,,,,#N/A,3192PM
3340PM,,80,95,9,,,,,,,#N/A,3340PM
3492PM,,80,95,10,,,,,,,#N/A,3492PM
7749PM,,85,100,"5,8",,,,,,,#N/A,7749PM
7817PM,,85,105,12,,,,,,,#N/A,7817PM
8331PM,,90,102,"8,7",,,,,,,#N/A,8331PM
9441PM,,90,103,9,,,,,,,#N/A,9441PM
7807PM,,90,105,10,,,,,,,#N/A,7807PM
3189PM,,96,111,9,,,,,,,#N/A,3189PM
7073PM,,100,115,9,,,,,,,#N/A,7073PM
3369PM,,100,120,12,,,,,,,#N/A,3369PM
8092PM,,110,125,9,,,,,,,#N/A,8092PM
4838PM,,112,127,"10,9",,,,,,,#N/A,4838PM
9440PM,,112,128,10,,,,,,,#N/A,9440PM
6530PM,,10,16,4,,,,,,,#N/A,6530PM
8201PM,,18,24,8,,,,,,,#N/A,8201PM
5618PM,,35,44,8,,,,,,,#N/A,5618PM
1319PM,,38,56,"12,5",,,,,,,#N/A,1319PM
1320PM,,47,72,"15,5",,,,,,,#N/A,1320PM
8457PM,,50,60,5,,,,,,,#N/A,8457PM
9111PM,12500500250BS,1/2,3/4,1/4,,,,,,,"14,45",9111PM
9264PM,12500625250BS,5/8,7/8,1/4,,,,,,,"10,62",9264PM
7663PM,12501000187BS,1,1 1/4,3/16,,,,,,,"11,99",7663PM
9687PM,12501000250BS,1,1 1/4,1/4,,,,,,,"10,79",9687PM
6390PM,18701000312BS,1,1 3/8,5/16,,,,,,,"9,10",6390PM
7973PM,12501250187BS,1 1/4,1 1/2,3/16,,,,,,,"14,52",7973PM
7811PM,12501250250BS,1 1/4,1 1/2,1/4,,,,,,,"15,96",7811PM
6990PM,18701250312BS,1 1/4,1 5/8,5/16,,,,,,,"11,75",6990PM
7984PM,12501375250BS,1 3/8,1 5/8,1/4,,,,,,,"19,68",7984PM
7480PM,18701500375BS,1 1/2,1 7/8,3/8,,,,,,,"20,22",7480PM
6570PM,25001500375BS,1 1/2,2,3/8,,,,,,,"13,82",6570PM
6992PM,18701625375BS,1 5/8,2,3/8,,,,,,,"21,95",6992PM
6354PM,18701750250BS,1 3/4,2 1/8,1/4,,,,,,,"9,08",6354PM
4925PM,18701750375BS,1 3/4,2 1/8,3/8,,,,,,,"29,17",4925PM
6571PM,25001750375BS,1 3/4,2 1/4,3/8,,,,,,,"14,77",6571PM
8402PM,25001875375BS,2,2 3/8,3/8,,,,,,,"29,95",8402PM
6612PM,25002000312BS,2,2 1/2,5/16,,,,,,,"15,12",6612PM
6572PM,25002000375BS,2,2 1/2,3/8,,,,,,,"17,84",6572PM
3680PM,25002125312BS,2 1/8,2 5/8,5/16,,,,,,,"15,73",3680PM
7796PM,25002250312BS,2 1/4,2 3/4,5/16,,,,,,,"48,44",7796PM
6573PM,25002250375BS,2 1/4,2 3/4,3/8,,,,,,,"17,64",6573PM
7201PM,18702500312BS,2 1/2,2 7/8,5/16,,,,,,,"19,48",7201PM
6613PM,25002500312BS,2 1/2,3,5/16,,,,,,,"19,16",6613PM
6574PM,25002500375BS,2 1/2,3,3/8,,,,,,,"21,58",6574PM
7756PM,18702750500BS,2 3/4,3 1/8,1/2,,,,,,,"46,00",7756PM
6356PM,25002750312BS,2 3/4,3 1/4,5/16,,,,,,,"19,86",6356PM
6575PM,25002750375BS,2 3/4,3 1/4,3/8,,,,,,,"22,69",6575PM
6576PM,25003000375BS,3,3 1/2,3/8,,,,,,,"25,91",6576PM
8377PM,18703125375BS,3 1/8,3 1/2,3/8,,,,,,,"50,23",8377PM
8440PM,31203750500BS,3 3/4,4 3/8,1/2,,,,,,,"83,81",8440PM
1843PM,31204500375BS,4 1/2,5 1/8,3/8,,,,,,,"102,49",1843PM
8377PM,18703125375BS,3 1/8,3 1/2,3/8,,,,,,,"50,23",8377PM
8402PM,25001875375BS,1 7/8,2 3/8,3/8,,,,,,,"29,95",8402PM
8311PM,,16,22,5,,,,,,,#N/A,8311PM
7797PM,619702165375BS,55,65,"9,53",,,,,,,"47,74",7797PM
6762PM,,16,24,"5,7",,,,,,,#N/A,6762PM
7645PM,,55,70,"11,5",,,,,,,#N/A,7645PM
8511PM,,18,26,8,,,,,,,#N/A,8511PM
1967PM,,56,71,10,,,,,,,#N/A,1967PM
7490PM,,20,26,"5,5",,,,,,,#N/A,7490PM
8006PM,,"57,15","67,15",10,,,,,,,#N/A,8006PM
6732PM,611800787250BS,20,26,"6,35",,,,,,,"8,62",6732PM
1325PM,,"57,15","69,85",10,,,,,,,#N/A,1325PM
9941PM,,20,28,"5,7",,,,,,,#N/A,9941PM
8123PM,,59,69,10,,,,,,,#N/A,8123PM
6745PM,,22,32,"7,3",,,,,,,#N/A,6745PM
1855PM,,59,80,12,,,,,,,#N/A,1855PM
5799PM,,25,31,"4,5",,,,,,,#N/A,5799PM
4797PM,641402322550BS,59,80,14,,,,,,,"83,24",4797PM
7115PM,,25,33,"6,8",,,,,,,#N/A,7115PM
4938PM,,60,68,9,,,,,,,#N/A,4938PM
5428PM,,28,36,"5,8",,,,,,,#N/A,5428PM
8497PM,619702362354BS,60,70,9,,,,,,,#N/A,8497PM
7557PM,,28,36,"7,3",,,,,,,#N/A,7557PM
7207PM,,60,70,10,,,,,,,#N/A,7207PM
6766PM,619701181354BS,30,40,9,,,,,,,"10,61",6766PM
7879PM,7879PM,60,73,8,,,,,,,"35,00",7879PM
6774PM,6774PM,"31,5","41,5",8,,,,,,,"15,74",6774PM
7503PM,7503PM,60,73,10,,,,,,,"35,68",7503PM
7281PM,7281PM,"31,75","44,45","6,35",,,,,,,"18,52",7281PM
1942PM,1942PM,60,75,10,,,,,,,"37,45",1942PM
9752PM,9752PM,32,42,7,,,,,,,#N/A,9752PM
3894PM,3894PM,60,75,12,,,,,,,"42,07",3894PM
7613PM,7613PM,32,42,"7,3",,,,,,,"16,79",7613PM
1981PM,1981PM,63,79,10,,,,,,,"56,96",1981PM
7601PM,7601PM,35,43,"5,7",,,,,,,"20,12",7601PM
1321PM,1321PM,"63,5","76,2",10,,,,,,,"37,90",1321PM
7609PM,7609PM,35,45,6,,,,,,,"20,12",7609PM
7401PM,7401PM,64,"76,2","9,5",,,,,,,"42,28",7401PM
6626PM,619701378275BS,35,45,7,,,,,,,"7,66",6626PM
7963PM,,70,82,"8,7",,,,,,,#N/A,7963PM
8337PM,,35,"45,5","6,9",,,,,,,#N/A,8337PM
3642PM,,70,83,10,,,,,,,#N/A,3642PM
5920PM,,36,46,"8,3",,,,,,,#N/A,5920PM
7160PM,,70,85,9,,,,,,,#N/A,7160PM
6014PM,,36,49,"9,5",,,,,,,#N/A,6014PM
3009PM,,70,85,"10,5",,,,,,,#N/A,3009PM
1323PM,,38,48,7,,,,,,,#N/A,1323PM
3563PM,,70,85,12,,,,,,,#N/A,3563PM
5622PM,,38,48,8,,,,,,,#N/A,5622PM
8029PM,,71,82,10,,,,,,,#N/A,8029PM
7404PM,,39,"50,8",10,,,,,,,#N/A,7404PM
7840PM,,75,83,8,,,,,,,#N/A,7840PM
5717PM,,40,48,"5,7",,,,,,,#N/A,5717PM
4934PM,,75,83,9,,,,,,,#N/A,4934PM
3640PM,619701574275BS,40,50,7,,,,,,,"8,06",3640PM
7162PM,,75,85,6,,,,,,,#N/A,7162PM
8042PM,,40,50,8,,,,,,,#N/A,8042PM
3045PM,625602952385BS,75,88,"9,8",,,,,,,"53,37",3045PM
6485PM,619701574354BS,40,50,9,,,,,,,"10,09",6485PM
8220PM,,75,90,10,,,,,,,#N/A,8220PM
5665PM,619701574393BS,40,50,10,,,,,,,"11,60",5665PM
8007PM,,"76,2","86,2",10,,,,,,,#N/A,8007PM
7611PM,,40,55,10,,,,,,,#N/A,7611PM
8124PM,,"77,7","87,7",10,,,,,,,#N/A,8124PM
6378PM,,41,53,"9,5",,,,,,,#N/A,6378PM
7864PM,,80,90,12,,,,,,,#N/A,7864PM
6773PM,,44,54,9,,,,,,,#N/A,6773PM
3643PM,,80,93,10,,,,,,,#N/A,3643PM
3641PM,,45,55,7,,,,,,,#N/A,3641PM
4276PM,,80,95,8,,,,,,,#N/A,4276PM
7210PM,619701772394BS,45,55,10,,,,,,,"23,28",7210PM
3562PM,,80,95,12,,,,,,,#N/A,3562PM
7397PM,,45,"57,5",10,,,,,,,#N/A,7397PM
7271PM,,85,95,12,,,,,,,#N/A,7271PM
7616PM,,45,60,10,,,,,,,#N/A,7616PM
3416PM,,85,100,9,,,,,,,#N/A,3416PM
7393PM,,47,57,6,,,,,,,#N/A,7393PM
3684PM,,"88,9","101,6",10,,,,,,,#N/A,3684PM
6775PM,,50,60,"7,3",,,,,,,#N/A,6775PM
6689PM,,90,100,"7,3",,,,,,,#N/A,6689PM
6764PM,625601968354BS,50,63,9,,,,,,,"17,23",6764PM
4010PM,,90,105,12,,,,,,,#N/A,4010PM
7206PM,629501968393BS,50,65,10,,,,,,,"24,57",7206PM
4471PM,,"90,9","101,1",10,,,,,,,#N/A,4471PM
1324PM,,"50,8","63,5",10,,,,,,,#N/A,1324PM
4933PM,,91,99,9,,,,,,,#N/A,4933PM
7406PM,,52,64,10,,,,,,,#N/A,7406PM
4712PM,,91,100,"11,5",,,,,,,#N/A,4712PM
3777PM,,95,110,"9,2",,,,,,,#N/A,3777PM
3493PM,,95,110,10,,,,,,,#N/A,3493PM
8008PM,,"95,25","105,25",10,,,,,,,#N/A,8008PM
8125PM,,"96,3","106,3",10,,,,,,,#N/A,8125PM
7813PM,,100,115,10,,,,,,,#N/A,7813PM
7809PM,,100,115,13,,,,,,,#N/A,7809PM
3369PM,,100,120,12,,,,,,,#N/A,3369PM
8062PM,,100,120,"14,5",,,,,,,#N/A,8062PM
4939PM,,105,113,9,,,,,,,#N/A,4939PM
4472PM,,"109,9","120,1",10,,,,,,,#N/A,4472PM
4713PM,,110,119,"11,5",,,,,,,#N/A,4713PM
4341PM,,110,125,15,,,,,,,#N/A,4341PM
4852PM,,"114,3","124,3",10,,,,,,,#N/A,4852PM
4714PM,,127,136,"11,5",,,,,,,#N/A,4714PM
4473PM,,"128,9","139,1",10,,,,,,,#N/A,4473PM
4576PM,,140,155,10,,,,,,,#N/A,4576PM
4474PM,,"148,9","159,1",10,,,,,,,#N/A,4474PM
4715PM,,149,"159,4",13,,,,,,,#N/A,4715PM
4716PM,,167,"177,4",13,,,,,,,#N/A,4716PM
4475PM,,"168,9",180,11,,,,,,,#N/A,4475PM
4717PM,,190,"200,4",13,,,,,,,#N/A,4717PM
4476PM,,190,"202,1",12,,,,,,,#N/A,4476PM
4718PM,,212,"222,4",13,,,,,,,#N/A,4718PM
4477PM,,"213,9",226,12,,,,,,,#N/A,4477PM
7981PM,,22,28,"4,5",,,,,,,#N/A,7981PM
5493PM,,32,40,6,,,,,,,#N/A,5493PM
5551PM,,40,48,8,,,,,,,#N/A,5551PM
5887PM,,42,50,6,,,,,,,#N/A,5887PM
7017PM,,45,53,8,,,,,,,#N/A,7017PM
7981PM,,22,28,"4,5",,,,,,,#N/A,7981PM
