Código;Descrição;Preço
618700812-312; GAXETA 20,62 X 30,12 X 7,92;6,547
618701250-266; GAXETA 31,75 X 41,27 X 6,75;7,192
618701375-186; GAXETA 34,93 X 44,45 X 4,76;8,298
618701500-266; GAXETA 38,10 X 47,60 X 6,80;8,847
618701712-354; GAXETA 43,50 X 53,00 X 9,00;11,066
618701750-266; GAXETA 44,45 X 53,97 X 6,75;9,972
618701750-275; GAXETA 44,45 X 53,98 X 7,00;10,858
618701752-354; GAXETA 44,50 X 54,00 X 9,00;12,172
618701812-393; GAXETA 46,00 X 55,50 X 10,00;16,623
618702000-266; GAXETA 50,80 X 60,20 X 6,75;12,172
618702125-266; GAXETA 54,00 X 63,50 X 6,80;11,066
618702125-275; GAXETA 53,98 X 63,50 X 7,00;10,507
619700709-314; GAXETA 18,00 X 28,00 X 8,00;5,525
619700787-275; GAXETA 20,00 X 30,00 X 7,00;5,525
619700984-250; GAXETA 25,00 X 35,00 X 6,35;6,641
619700984-393; GAXETA 25,00 X 35,00 X 10,00;7,081
619701102-314; GAXETA 28,00 X 38,00 X 8,00;7,811
619701102-375; GAXETA 28,00 X 38,00 X 9,50;7,744
619701181-197; GAXETA 30,00 X 40,00 X 5,00;7,902
619701181-255; GAXETA 30,00 X 40,00 X 6,50;8,182
619701181-275; GAXETA 30,00 X 40,00 X 7,00;8,298
619701181-315; GAXETA 30,00 X 40,00 X 8,00;8,300
619701181-354; GAXETA 30,00 X 40,00 X 9,00;8,619
619701260-236; GAXETA 32,00 X 42,00 X 6,00;8,298
619701260-354; GAXETA 32,00 X 42,00 X 9,00;9,130
619701299-295; GAXETA 33,00 X 43,00 X 7,50;8,847
619701378-236; GAXETA 35,00 X 45,00 X 6,00;8,298
619701378-275BS; GAXETA AG 4 35,00 X 45,00 X 7,00;8,404
619701378-394; GAXETA 35,00 X 45,00 X 10,00;9,400
619701574-275BS; GAXETA AG 4 40,00 X 50,00 X 7,00;8,847
619701574-280; GAXETA 40,00 X 50,00 X 7,10;9,959
619701574-354; GAXETA 40,00 X 50,00 X 9,00;10,507
619701574-354BS; GAXETA AG 4 40,00 X 50,00 X 9,00;11,066
619701574-374; GAXETA 40,00 X 50,00 X 9,50;10,507
619701574-393; GAXETA 40,00 X 50,00 X 10,00;10,622
619701574-393BS; GAXETA AG 4 40,00 X 50,00 X 10,00;12,723
619701574-534; GAXETA 40,00 X 50,00 X 13,50;12,743
619701575-236; GAXETA 40,00 X 50,00 X 6,00;9,799
619701575-244; GAXETA 40,00 X 50,00 X 6,20;9,961
619701614-275; GAXETA 41,00 X 51,00 X 7,00;12,172
619701653-354; GAXETA 42,00 X 52,00 X 9,00;13,263
619701732-275; GAXETA 44,00 X 54,00 X 7,00;11,612
619701771-511; GAXETA 45,00 X 55,00 X 13,00;15,484
619701772-394; GAXETA 45,00 X 55,00 X 10,00;16,690
619701772-394BS; GAXETA AG 4 45,00 X 55,00 X 10,00;25,544
619701811-275; GAXETA 46,00 X 56,00 X 7,00;14,928
619701968-236; GAXETA 50,00 X 60,00 X 6,00;13,833
619701968-275; GAXETA 50,00 X 60,00 X 7,00;13,833
619701968-314; GAXETA 50,00 X 60,00 X 8,00;13,833
619701968-390; GAXETA 50,00 X 60,00 X 9,90;12,939
619701968-433; GAXETA 50,00 X 60,00 X 11,00;13,833
619702165-314; GAXETA 55,00 X 65,00 X 8,00;15,181
619702165-374; GAXETA 55,00 X 65,00 X 9,50;14,163
619702165-390; GAXETA 55,00 X 65,00 X 10,00;16,408
619702165-500; GAXETA 55,00 X 65,00 X 12,70;16,715
619702204-275; GAXETA 56,00 X 66,00 X 7,00;9,959
619702362; GAXETA 60,00 X 70,00 X 5,00;14,713
619702362-236; GAXETA 60,00 X 70,00 X 6,00;15,726
619702362-276; GAXETA 60,00 X 70,00 X 7,00;14,978
619702362-354; GAXETA 60,00 X 70,00 X 9,00;15,484
619702362-413; GAXETA 60,00 X 70,00 X 10,50;19,244
619702362-472; GAXETA 60,00 X 70,00 X 12,00;19,942
619702559-314; GAXETA 65,00 X 75,00 X 8,00;13,263
619702559-551; GAXETA 65,00 X 75,00 X 14,00;21,017
619702953-472; GAXETA 75,00 X 85,00 X 12,00;21,017
619703150-314; GAXETA 80,00 X 90,00 X 8,00;18,804
619703150-393; GAXETA 80,00 X 90,00 X 10,00;25,440
619703150-511; GAXETA 80,00 X 90,00 X 13,00;29,868
619703543-228; GAXETA 90,00 X 100,00 X 5,80;32,062
619703543-354; GAXETA 90,00 X 100,00 X 9,00;38,284
619703543-394; GAXETA 90,00 X 100,00 X 10,00;38,586
620002000; GAXETA 50,80 X 60,90 X 5,10;10,507
620504000-500; GAXETA 101,60 X 112,00 X 12,70;44,242
620504838-500; GAXETA 122,90 X 133,30 X 12,70;58,073
620505665-500; GAXETA 143,90 X 154,30 X 12,70;53,095
621601771-275; GAXETA 45,00 X 56,00 X 7,00;13,263
621651181-472; GAXETA 30,00 X 41,00 X 12,00;8,847
621701377-393; GAXETA 35,00 X 46,00 X 10,00;9,624
621701417-165; GAXETA 36,00 X 47,00 X 4,20;7,902
6224; RASPADOR TIPO RP-25 60,00 X 70,00 X 5,50;13,833
6229; RASPADOR TIPO RP-25 50,00 X 58,00 X 4,80;11,066
6233; RASPADOR TIPO RP-25 40,00 X 48,00 X 4,70;8,298
623600984; GAXETA 25,00 X 37,00 X 6,00;8,847
623600984-264; GAXETA 25,00 X 37,00 X 6,70;7,416
623601102; GAXETA 28,00 X 40,00 X 6,00;9,400
623601102-250; GAXETA 28,00 X 40,00 X 6,35;8,077
623601102-354; GAXETA 28,00 X 40,00 X 9,00;8,182
623601181-393; GAXETA 30,00 X 42,00 X 10,00;8,619
623602362-374; GAXETA 60,00 X 72,00 X 9,50;16,042
623602756-354; GAXETA 70,00 X 82,00 X 9,00;25,440
623602756-472; GAXETA 70,00 X 82,00 X 12,00;27,618
623603150-464; GAXETA 80,00 X 92,00 X 11,80;33,185
623605039-472; GAXETA 128,00 X 140,00 X 12,00;47,857
6243; GAXETA AG 4 25,00 X 35,00 X 8,00;10,778
624600945-354; GAXETA 24,00 X 36,50 X 9,00;6,641
624601024-374; GAXETA 26,00 X 38,50 X 9,50;13,263
625002874-189; STD.GAXETA 73,00 X 85,70 X 4,80 STD;18,251
625003690-500; GAXETA 93,73 X 106,43 X 12,70;36,460
625008225-562; GAXETA 208,91X 221,62 X 14,28;99,552
62502500; GAXETA 2.1/2 X 3.3/4 X 5/8;46,540
62502750; GAXETA 2.3/4 X X 4 X 5/8;47,332
62504750; GAXETA 4.3/4 X 6 X 5/8;115,044
62506000; GAXETA 6 X 7.1/4 X 5/8;164,053
62506250-1000; GAXETA 6.1/4 X 7.1/2 X 1;221,229
62507250-1000; GAXETA 7.1/4 X 8 1/2 X 1;257,608
62508250-1000; GAXETA 8.1/4 X 9.1/2 X 1;293,992
625601161-248; GAXETA 29,50 X 42,50 X 6,30;8,026
625601968-314; GAXETA 50,00 X 63,00 X 8,00;15,430
625601968-354; GAXETA 50,00 X 63,00 X 9,00;14,382
625601968-354BS; GAXETA AG 4 50,00 X 63,00 X 9,00;18,898
625602244-354; GAXETA 57,00 X 70,00 X 9,00;17,148
625602756-394; GAXETA 70,00 X 83,00 X 10,00;25,440
625603543-393; GAXETA 90,00 X 103,00 X 10,00;38,719
625603819-393; GAXETA 97,00 X 110,00 X 10,00;29,930
625607362-393; GAXETA 187,00 X 200,00 X 10,00;110,089
626902125-375; GAXETA 53,98 X 67,63 X 9,50;17,701
627503464-413; GAXETA 88,00 X 102,00 X 10,50;42,039
627503858-413; GAXETA 98,00 X 112,00 X 10,50;38,719
627552834-472; GAXETA 72,00 X 86,00 X 12,00;33,185
627553188-500; GAXETA 81,00 X 95,00 X 12,70;43,140
627553780; GAXETA 96,00 X 110,00 X 7,00;27,653
627553937-472; GAXETA 100,00 X 114,00 X 12,00;44,242
627553976-511; GAXETA 101,00 X 115,00 X 13,00;53,095
627601417-314; GAXETA 36,00 X 50,00 X 8,00;9,400
627602716-413; GAXETA 69,00 X 83,00 X 10,50;25,440
627603200-500; GAXETA 81,30 X 95,30 X 12,70;40,376
628500866-433; GAXETA 22,00 X 36,50 X 11,00;6,641
628502618-472; GAXETA 66,50 X 81,00 X 12,00;23,524
628503200; GAXETA 81,30 X 95,80 X 7,20;27,653
629501378-354; GAXETA 35,00 X 50,00 X 9,00;10,507
629501574-354; GAXETA 40,00 X 55,00 X 9,00;12,172
629501772-354; GAXETA 45,00 X 60,00 X 9,00;14,382
629501772-394; GAXETA 45,00 X 60,00 X 10,00;14,382
629501852-433; GAXETA 47,00 X 62,00 X 11,00;14,382
629501968-393; GAXETA 50,00 X 65,00 X 10,00;18,599
629501968-393BS; GAXETA AG 4 50,00 X 65,00 X 10,00;26,959
629501968-433; GAXETA 50,00 X 65,00 X 11,00;20,465
629502165-275; GAXETA 55,00 X 70,00 X 7,00;23,103
629502165-500; GAXETA 55,00 X 70,00 X 12,70;25,440
629502185-374; GAXETA 55,50 X 70,50 X 9,50;18,804
629502206-390; GAXETA 56,00 X 71,00 X 9,90;20,209
629502362-450; GAXETA 60,00 X 75,00 X 11,50;26,551
629502362-472; GAXETA 60,00 X 75,00 X 12,00;27,653
629502559-314; GAXETA 65,00 X 80,00 X 8,00;18,804
629502559-472; GAXETA 65,00 X 80,00 X 12,00;27,653
629502678-472; GAXETA 68,00 X 82,00 X 12,00;22,129
629502756-413; GAXETA 70,00 X 85,00 X 10,50;27,653
629502952-472; GAXETA 75,00 X 90,00 X 12,00;40,403
629503150-354; GAXETA 80,00 X 95,00 X 9,00;32,071
629503346-393; GAXETA 85,00 X 100,00 X 10,00;37,614
629503346-472; GAXETA 85,00 X 100,00 X 12,00;45,358
629503543-393; GAXETA 90,00 X 105,00 X 10,00;40,708
629503740-472; GAXETA 95,00 X 110,00 X 12,00;49,779
629505512-500; GAXETA 140,00 X 155,00 X 12,70;64,711
629506102-413; GAXETA 155,00 X 170,00 X 10,50;108,506
6298; GAXETA AG 4 28,00 X 33,00 X 4,50;9,959
630302566-507; GAXETA 65,20 X 80,60 X 12,90;29,312
630502402-472; GAXETA 61,00 X 76,50 X 12,00;28,209
631203942; GAXETA 100,12 X 116,00 X 7,94;38,198
631502204-472; GAXETA 56,00 X 72,00 X 12,00;26,551
631502953-429; GAXETA 75,00 X 91,00 X 10,90;37,614
631502992-449; GAXETA 76,00 X 92,00 X 11,40;32,631
631503937-429; GAXETA 100,00 X 116,00 X 10,90;46,457
631504250-472; GAXETA 108,00 X 124,00 X 12,00;60,838
631504291-413; GAXETA 109,00 X 125,00 X 10,50;60,838
631506299-500; GAXETA 160,00 X 176,00 X 12,70;101,944
631506299-531; GAXETA 160,00 X 176,00 X 13,50;104,425
631506299-625; GAXETA 160,00 X 176,00 X 15,88;122,125
631507795-637; GAXETA 197,93 X 213,99 X 16,17;150,178
636403210-374; GAXETA 81,50 X 100,00 X 9,50 STD. DEEP;44,242
637402560-374; GAXETA 65,00 X 84,00 X 9,50;32,071
637402755-590; GAXETA 70,00 X 89,00 X 15,00;51,990
637502625-590; GAXETA 66,68 X 85,73 X 15,00;35,937
637503000-531; GAXETA 76,20 X 95,25 X 13,50;64,159
637504325-625; GAXETA 109,80 X 128,80 X 15,80;55,805
637505415; GAXETA 137,60 X 156,70 X 9,50;66,375
637509550-750; GAXETA 242,55 X 261,60 X 19,05;199,135
638207276-590; GAXETA 184,80 X 204,20 X 15,00;110,617
639401330-625; GAXETA 33,78 X 53,79 X 15,87;21,609
639401535-531; GAXETA 39,00 X 59,00 X 13,50;27,653
639401574-393; GAXETA 40,00 X 60,00 X 10,00;25,289
639401574-625; GAXETA 40,00 X 60,00 X 15,90;37,614
639401968-551; GAXETA 50,00 X 70,00 X 14,00;36,498
639401968-625; GAXETA 50,00 X 70,00 X 15,88;37,168
639402159-413; GAXETA 54,83 X 74,83 X 10,50;27,653
639402165-500; GAXETA 55,00 X 75,00 X 12,70;36,498
639402362-394; GAXETA 60,00 X 80,00 X 10,00;30,415
639402362-470; GAXETA 60,00 X 80,00 X 11,95;35,953
639402362-625; GAXETA 60,00 X 80,00 X 15,80;48,112
639402480-625; GAXETA 63,00 X 83,00 X 15,88;33,185
639402560-393; GAXETA 65,00 X 85,00 X 10,00 DEEP;35,392
639402756-425; GAXETA 70,00 X 90,00 X 10,80;31,051
639402756-452; GAXETA 70,00 X 90,00 X 11,50;39,371
639402756-472; GAXETA 70,00 X 90,00 X 12,00;40,933
639402756-570; GAXETA 70,00 X 90,00 X 14,50;49,779
639403011-625; GAXETA 76,50 X 96,50 X 15,90;73,551
639403150; GAXETA 80,00 X 100,00 X 10,00;49,779
639403150-472; GAXETA 80,00 X 100,00 X 12,00;58,073
639403150-570; GAXETA 80,00 X 100,00 X 14,50;70,237
639403150-590; GAXETA 80,00 X 100,00 X 15,00;71,901
639403150-625; GAXETA 80,00 X 100,00 X 15,80;74,663
639403347-590; GAXETA 85,00 X 105,00 X 15,00;45,919
639403543-625; GAXETA 90,00 X 110,00 X 15,90;60,542
639403545; GAXETA 90,00 X 110,00 X 10,00;49,779
639403740-472; GAXETA 95,00 X 115,00 X 12,00;68,029
639403937-625; GAXETA 100,00 X 120,00 X 15,80;58,624
639404016-500; GAXETA 102,00 X 122,00 X 12,70;71,901
639404134-590; GAXETA 105,00 X 125,00 X 15,00;88,488
639404330-625; GAXETA 110,00 X 130,00 X 15,90;57,291
639404724-472; GAXETA 120,00 X 140,00 X 12,00;100,015
639404724-590; GAXETA 120,00 X 140,00 X 15,00;105,087
639404820-511; GAXETA 122,42 X 142,44 X 13,00;60,900
639404920-511; GAXETA 125,00 X 145,00 X 13,00;66,375
639405118-590; GAXETA 130,00 X 150,00 X 15,00;66,375
639405472-472; GAXETA 139,00 X 159,00 X 12,00;66,375
639405512-472; GAXETA 140,00 X 160,00 X 12,00;82,959
639405905-531; GAXETA 150,00 X 170,00 X 13,50;94,496
639406300-591; GAXETA 160,00 X 180,00 X 15,00;123,370
639406693; GAXETA 170,00 X 190,00 X 10,00;81,376
639407086-472; GAXETA 180,00 X 200,00 X 12,00;82,959
639407480-531; GAXETA 190,00 X 210,00 X 13,50;110,617
639407874-570; GAXETA 200,00 X 220,00 X 14,50 STD. DEEP;117,182
639408268-492; GAXETA 210,00 X 230,00 X 12,50;210,160
639409843-728; GAXETA 250,00 X 270,00 X 18,50;227,040
641301771-394; GAXETA 45,00 X 66,00 X 10,00;24,891
641332322-472; GAXETA 59,00 X 80,00 X 12,00;36,498
643304330-511; GAXETA 110,00 X 132,00 X 13,00;84,952
643305039-610; GAXETA 128,00 X 150,00 X 15,50;99,552
645309843-531; GAXETA 250,00 X 273,00 X 13,50;240,849
6469; RASPADOR TIPO RP-25 65,00 X 75,00 X 5,30;12,723
6472; GAXETA AG 7 15,50 X 24,50 X 4,00;4,426
647310767-750; GAXETA 273,50 X 297,50 X 19,05 TIPO B;316,708
648807094-500; GAXETA 180,20 X 205,00 X 12,70;151,406
649203937-500; GAXETA 100,00 X 125,00 X 12,70;88,488
649204724-750; GAXETA 120,00 X 145,00 X 19,05;132,730
649204920; GAXETA 125,00 X 150,00 X 12,50;105,087
649204920-625; GAXETA 125,00 X 150,00 X 15,90;110,617
649205315-511; GAXETA 135,00 X 160,00 X 13,00;99,552
649205905-750; GAXETA 150,00 X 175,00 X 19,00;143,795
649206889-590; GAXETA 175,00 X 200,00 X 15,00;127,216
650012000-690; GAXETA 304,80 X 330,20 X 17,50;278,469
651185511; GAXETA 140,00 X 166,00 X 13,00;88,488
6530; GAXETA AG 2 10,00 X 16,00 X 4,00;5,867
6544; GAXETA AG 7 40,00 X 47,00 X 6,00;12,733
6554; RASPADOR TIPO DG 20,00 X 28,00 X 4,00;4,976
6555; GAXETA AG 5 20,00 X 26,00 X 5,00;10,507
659005906-625; GAXETA 150,00 X 180,00 X 15,87;132,730
659006299-1000; GAXETA 160,00 X 190,00 X 25,40;221,229
659007874-728; GAXETA 200,00 X 230,00 X 18,50;216,075
659008661-708; GAXETA 220,00 X 250,00 X 18,00;209,067
659054724-885; GAXETA 120,00 X 150,00 X 22,50;154,858
6614; GAXETA AG22 75,00 X 83,00 X 6,00;35,699
6617; RASPADOR TIPO D 20,00 X 28,30 X 3,70;4,426
6621; RASP. TIPO RP-25 16,00 X 22,00 X 3,80 (VERDE);4,412
6627; GAXETA AG22 8,00 X 12,50 X 3,50;9,452
6643; GAXETA AG22 12,70 X 19,05 X 4,00;15,748
6654; GAXETA AG 7 10,00 X 18,00 X 5,70;11,025
6673; RASPADOR TIPO RP-25 40,00 X 50,00 X 5,30;11,025
6689; GAXETA AG 4 90,00 X 100,00 X 7,30;36,750
668901811-787; GAXETA 46,00 X 81,00 X 20,00;50,630
668907874-787; GAXETA 200,00 X 235,00 X 20,00;276,538
668909449-787; GAXETA 240,00 X 275,00 X 20,00;265,475
668911811-787; GAXETA 300,00 X 335,00 X 20,00;303,017
66D-0707; RASPADOR 18,00 X 26,00 X 5,00/7,00;4,731
66D-0709; RASPADOR 18,00 X 25,00 X 2,50/5,80;3,868
66D-0787; RASPADOR 20,00 X 27,15 X 2,50/4,00;3,868
66D-0788; RASPADOR 20,00 X 28,93 X 5,05;4,723
66D-0789; RASPADOR 20,00 X 28,00 X 2,60/5,00;3,868
66D-0790; RASPADOR 20,00 X 28,00 X 3,90;5,236
66D-0826; RASPADOR 21,00 X 30,33 X 3,25;3,868
66D-0866; RASPADOR 22,00 X 30,35 X 4,00;3,868
66D-0984; RASPADOR 25,00 X 33,33 X 3,75;4,324
66D-1001; RASPADOR 25,00 X 33,00 X 2,80;3,868
66D-1102; RASPADOR 28,00 X 36,93 X 5,05;4,723
66D-1103; RASPADOR 28,00 X 36,33 X 3,75;4,628
66D-1181; RASPADOR 30,00 X 38,00 X 4,00;3,371
66D-1182; RASPADOR 30,00 X 40,00 X 7,00/10,40;6,726
66D-12000; RASPADOR 304,80 X 336,50 X 12,65;183,746
66D-1378; RASPADOR 35,00 X 43,83 X 5,05;6,306
66D-1417; RASPADOR 36,00 X 44,93 X 5,05;6,085
66D-1418; RASPADOR 36,00 X 44,33 X 3,75;6,085
66D-1575; RASPADOR 40,00 X 48,00 X 2,50;4,976
66D-1653; RASPADOR 42,00 X 51,80 X 3,95;7,347
66D-1772; RASPADOR 45,00 X 55,93 X 5,05;8,023
66D-1773; RASPADOR 45,00 X 53,30 X 3,75;5,525
66D-1968; RASPADOR 50,00 X 63,75 X 6,10;10,507
66D-1970; RASPADOR 50,00 X 58,32 X 4,00;7,192
66D-1971; RASPADOR 50,00 X 60,00 X 5,00;13,303
66D-2000; RASPADOR 50,80 X 62,33 X 5,29/8,00;8,298
66D-2165; RASPADOR 55,00 X 63,50 X 5,00;8,847
66D-2205; RASPADOR 56,00 X 66,93 X 5,05/8,00;11,088
66D-2248; RASPADOR 57,00 X 70,10 X 6,30;11,612
66D-2362; RASPADOR 60,00 X 70,30 X 5,50/9,00;9,959
66D-2375; RASPADOR 60,33 X 70,60 X 4,76/7,50;10,500
66D-2500; RASPADOR 63,50 X 85,00 X 5,50/10,00;18,898
66D-2755; RASPADOR 70,00 X 78,33 X 3,75/6,00;11,612
66D-2756; RASPADOR 70,00 X 78,33 X 5,05;11,612
66D-2951; RASPADOR 75,00 X 85,00 X 8,00/12,00;15,531
66D-3000; RASPADOR 76,20 X 87,30 X 4,76;14,865
66D-3150; RASPADOR 80,00 X 92,20 X 7,00/11,00;16,042
66D-3357; RASPADOR 85,30 X 95,30 X 5,00/7,00;17,938
66D-3544; RASPADOR 90,00 X 102,52 X 6,85/12,00;16,009
66D-3545; RASPADOR 90,00 X 99,80 X 4,50/7,00;16,589
66D-3602; RASPADOR 91,50 X 102,50 X 7,30;21,098
66D-3622; RASPADOR 92,00 X 101,50 X 3,00;18,285
66D-3937; RASPADOR 100,00 X 108,33 X 5,05;14,928
66D-4000; RASPADOR 102,00 X 112,00 X 5,00;16,042
66D-4330; RASPADOR 110,00 X 122,20 X 7,00;18,377
66D-4360; RASPADOR 110,74X 120,70 X 5,00/7,00;22,942
66D-4500; RASPADOR 114,30 X 127,53 X 6,87/10,00;18,359
66D-4725; RASPADOR 120,00 X 134,00 X 5,00;28,429
66D-4875; RASPADOR 123,80 X 133,00 X 5,00;19,909
66D-4920; RASPADOR 125,00 X 137,33 X 5,25;21,658
66D-4922; RASPADOR 125,00 X 140,30 X 9,25;41,479
66D-5120; RASPADOR 130,00 X 140,00 X 7,00/10,00;21,948
66D-5500; RASPADOR 139,70 X 153,33 X 6,87;32,071
66D-5501; RASPADOR 139,70 X 153,00 X 6,30;30,415
66D-6299; RASPADOR 160,00 X 168,00 X 5,00;37,629
66D-6500; RASPADOR 165,10 X 178,70 X 6,35/10,00;41,479
66D-7320; RASPADOR 185,90 X 196,20 X 5,00;49,779
66D-7748; RASPADOR 196,80 X 210,40 X 6,35/10,00;55,303
66D-9122; RASPADOR 231,70 X 247,50 X 6,35;66,375
6713; GAXETA AG22 60,00 X 68,00 X 5,50;29,398
6714; GAXETA AG22 16,00 X 21,00 X 3,50;11,549
6729; RASPADOR TIPO D 65,00 X 75,00 X 7,00;13,705
6745; GAXETA AG 4 22,00 X 32,00 X 7,30;9,975
6760; GAXETA AG 2 18,00 X 26,00 X 7,80;5,781
6761; GAXETA AG 7 33,50 X 53,00 X 11,20;27,831
6762; GAXETA AG 4 16,00 X 24,00 X 5,70;8,846
6763; GAXETA AG24 29,50 X 43,00 X 8,00;8,372
6773; GAXETA AG 4 44,00 X 54,00 X 9,00;9,613
6774; GAXETA AG 4 31,50 X 41,50 X 8,00;7,875
6775; GAXETA AG 4 50,00 X 60,00 X 7,30;17,846
6800; GAXETA AG21 40,00 X 50,00 X 7,50 PNEUMATICA;13,122
6855; RASPADOR TIPO RP-25 19,05 X 25,40 X 4,40;5,739
6859; GAXETA AG 3 76,20 X 95,20 X 12,00;54,468
6868; GAXETA AG 3 52,30 X 65,20 X 8,50;17,255
6875; GAXETA AG 3 29,50 X 43,00 X 8,00;9,320
6879; GAXETA AG 4 45,00 X 53,00 X 5,70;15,484
6900; RASPADOR TIPO D 85,00 X 93,00 X 4,00;13,591
6903; GAXETA AG 2 76,20 X 101,60 X 19,05;115,311
6918; GAXETA AG 5 49,00 X 70,00 X 12,00;18,599
6932; GAXETA AG 3 60,00 X 80,00 X 13,00;47,171
6979; RASPADOR TIPO RP-25 31,75 X 41,27 X 5,00;13,000
6998; GAXETA AG 4 30,0 X 45,00 X 10,00;20,186
6D-1574; RASPADOR 40,00 X 50,30 X 6,35;7,744
6D-1967; RASPADOR 50,00 X 65,30 X 6,35;11,066
6D-2165; RASPADOR 55,00 X 67,96 X 6,07;10,507
6D-3937; RASPADOR 100,00 X 112,95 X 6,05;16,042
6D-5905; RASPADOR 150,00 X 169,30 X 9,24;63,006
9039; RASPADOR TIPO DG 45,00 X 54,00 X 5,00;8,651
9070; RASPADOR TIPO RP-25 35,00 X 43,00 X 5,00;15,081
9081; RASPADOR TIPO E 125,0 X 137,20 X 7,00;46,891
9103; GAXETA AG 5 40,00 X 48,00 X 6,00;13,263
9127; RASPADOR TIPO RP-25 50,00 X 58,00 X 6,0/8,70;13,807
9162; GAXETA AG21 66,00 X 74,00 X 4,00;13,492
9163; GAXETA AG22 8,00 X 13,50 X 4,50;20,335
9256; GAXETA AG 7 4,00 X 10,00 X 4,00;6,641
9257; RASPADOR TIPO D 17,00 X 23,00 X 3,50;3,868
9265; GAXETA AG 4 24,00 X 30,00 X 5,00;13,250
9355; RASP. 25,00 X 33,00 X 4,5/6,0 TIPO RP-25;9,118
9370; RASPADOR TIPO D 63,00 X 71,00 X 5,00;11,336
9375; RASPADOR TIPO D 18,00 X 25,00 X 4,00;4,426
9376; GAXETA AG 5 18,00 X 27,00 X 6,00;6,085
940/959-11; RASPADOR 28,50 X 35,60 X 2,64;4,151
940/959-12; RASPADOR 30,10 X 37,21 X 2,64;3,868
940/959-15; RASPADOR 34,90 X 42,80 X 2,64;5,525
940/959-18; RASPADOR 41,22 X 49,20 X 2,64;4,426
940/959-19; RASPADOR 44,40 X 52,30 X 2,64;5,252
940/959-21; RASPADOR 50,75 X 58,65 X 2,64;6,306
940/959-22; RASPADOR 53,92 X 61,82 X 2,64;7,192
940/959-23; RASPADOR 57,10 X 65,00 X 2,64;7,744
940/959-24; RASPADOR 60,27 X 68,17 X 2,64;7,461
940/959-25; RASPADOR 63,44 X 71,35 X 2,64;9,452
940/959-26; RASPADOR 66,62 X 76,09 X 3,02;8,619
940/959-27; RASPADOR 69,80 X 79,27 X 3,02;13,780
940/959-29; RASPADOR 76,12 X 85,65 X 3,00/5,00;14,382
940/959-3; RASPADOR 15,82 X 22,63 X 2,64;3,868
940/959-30; RASPADOR 79,29 X 88,82 X 3,02;13,236
940/959-33; RASPADOR 88,82 X 98,34 X 3,00;13,263
940/959-34; RASPADOR 92,00 X 101,50 X 3,00;18,285
940/959-35; RASPADOR 95,17 X 104,69 X 3,02;12,330
940/959-38; RASPADOR 104,69 X 115,82 X 3,42;13,905
940/959-47; RASPADOR 133,27 X 144,38 X 3,43;25,443
940/959-5; RASPADOR 19,05 X 25,40 X 2,50;3,868
940/959-6; RASPADOR 20,00 X 27,00 X 2,50;3,868
940/959-7; RASPADOR 22,20 X 29,30 X 2,64;3,868
940/959-9; RASPADOR 25,00 X 32,00 X 2,50;3,868
9405; GAXETA AG 1 9,20 X 14,00 X 2,20;8,141
9435; RASPADOR TIPO DG 50,00 X 59,00 X 5,0/7,0;18,924
9482; GAXETA AG 4 30,0 X 40,00 X 7,30;17,809
9560; RASPADOR TIPO RP-25 28,00 X 36,00 X 6,0/8,40;10,325
9673; GAXETA AG 4 25,00 X 36,00 X 7,30;10,778
9791; RASPADOR TIPO D 25,00 X 29,00 X 3,6/6,7;10,814
9816; GAXETA AG22 15,00 X 19,50 X 3,50;13,758
9817; RASPADOR TIPO D 15,00 X 18,50 X 2,20;8,653
9819; RASPADOR TIPO DG 63,50 X 71,50 X 4,00/7,00;30,854
9820; GAXETA AG 1 105,00 X 120,00 X 6,30;68,496
9830; RASPADOR TIPO D 18,00 X 25,40 X 3,20;5,086
9847; RASPADOR TIPO DG 25,10 X 32,40 X 3,00;6,494
9869; RASPADOR TIPO RP-25 30,00 X 38,00 X 5,00;13,000
9923; GAXETA AG 5 25,00 X 33,00 X 6,00;10,828
9939; RASPADOR TIPO D 36,00 X 41,00 X 2,25;19,077
9940; GAXETA AG22 36,00 X 43,00 X 6,50;18,163
9942; RASPADOR TIPO D 20,00 X 26,00 X 3,00;4,126
9992; GAXETA AG 2 30,00 X 38,00 X 6,20;7,192
AG7008; GAXETA AG21 3,00 X 8,00 X 4,00;4,426
AG7027; GAXETA AG 2 22,00 X 34,00 X 7,00;8,979
AG7048; RASPADOR TIPO RP-25 63,00 X 71,00 X 6,00;34,469
AG7078; GAXETA AG22 75,00 X 83,00 X 9,00;39,268
AG7079; RASPADOR TIPO D 75,00 X 83,00 X 4,00;17,631
AG7085; GAXETA AG22 25,00 X 30,00 X 5,50;14,453
AG7088; RASPADOR TIPO D 25,00 X 29,50 X 2,00;10,814
AG7119; RASPADOR TIPO D 12,00 X 18,00 X 3,00;4,126
AG7146; GAXETA AG 3 35,00 X 50,00 X 10,00;19,832
AG7147; GAXETA AG 3 60,00 X 70,00 X 12,00;45,293
AG7158; GAXETA AG 7 31,75 X 41,28 X 4,76;20,533
AG7192; GAXETA AG 1 65,00 X 80,50 X 6,40;35,825
AG7207; GAXETA AG 4 60,00 X 70,00 X 10,00;28,870
AG7223; RASPADOR TIPO RP-25 25,00 X 31,00 X 5,10/7,30;8,352
AG7254; RASPADOR TIPO RP-25 16,00 X 24,00 X 4,50;5,088
